var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
1,517217.80841598,811.50611021513,1,0
3,329190.51789476,647.40897826294,1,0
4,1155169.2802468,1212.7684067758,1,0
2,534373.78284433,824.85503695323,1,0
0,832506.9978792,1029.553704752,1,0
3,481126.0501596,782.68046677136,0,0
2,469711.90832785,773.34065993974,0,0
2,542317.39104117,830.96326517556,1,0
0,512856.73618625,808.0776431112,0,0
1,861555.51689002,1047.3617112006,0,0
