var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
1,517702.40611595,811.88618406238,1,0
3,366065.51714501,682.70717909873,1,0
4,1140319.9160194,1204.9483020964,1,0
2,557362.44649265,842.41077131336,1,0
0,751744.41605642,978.34079852416,1,0
3,456442.28416147,762.33874759429,0,0
2,493347.64843048,792.55897905695,0,0
2,565670.48505106,848.66603022421,1,0
0,508891.69164569,804.94784041605,0,0
1,885342.79266851,1061.7219288834,0,0
