var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
1,517287.58643117,811.56084863969,1,0
3,326077.53830648,644.34060590786,1,0
4,1168439.6700787,1219.7145541402,1,0
2,528894.34262604,820.61513026399,1,0
0,846665.29540468,1038.2715132681,1,0
3,471679.39773258,774.95861930169,0,0
2,463906.689519,768.54690303375,0,0
2,536706.96703989,826.6538177315,1,0
0,520199.88845771,813.84216476611,0,0
1,856070.80488252,1044.0226060147,0,0
