# gr0gr1_gb gr0gr2_gb gr0gr3_gb gr1gr2_gb gr1gr3_gb gr2gr3_gb total
15 10 25 30 45 40 165
40 30 30 45 45 35 225
45 45 50 55 60 60 315
55 50 55 55 60 55 330
55 50 55 55 60 55 330
55 50 45 55 50 45 300
55 50 45 55 50 45 300
60 60 60 55 55 55 345
65 55 60 55 60 50 345
65 65 60 60 55 55 360
55 60 55 60 55 60 345
55 60 55 60 55 60 345
60 65 55 65 55 60 360
55 55 50 60 55 55 330
55 55 50 60 55 55 330
55 60 55 60 55 60 345
60 60 60 60 60 60 360
55 50 55 55 60 55 330
55 50 55 55 60 55 330
55 50 55 50 55 50 315
55 50 55 50 55 50 315
55 55 60 50 55 55 330
55 50 55 55 60 55 330
50 50 50 55 55 55 315
50 55 55 55 55 60 330
50 55 55 50 50 55 315
50 55 55 50 50 55 315
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
55 65 60 65 60 70 375
55 65 60 60 55 65 360
55 65 60 60 55 65 360
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 60 60 55 55 65 345
50 55 55 55 55 60 330
50 55 55 55 55 60 330
50 55 55 45 45 50 300
50 55 55 45 45 50 300
50 55 55 50 50 55 315
50 55 55 50 50 55 315
55 55 60 50 55 55 330
55 55 60 50 55 55 330
60 55 65 50 60 55 345
60 55 65 55 65 60 360
60 55 65 50 60 55 345
60 55 65 55 65 60 360
60 55 65 55 65 60 360
60 55 65 55 65 60 360
60 55 65 55 65 60 360
60 55 65 55 65 60 360
65 60 65 60 65 60 375
60 60 60 60 60 60 360
55 60 55 60 55 60 345
50 60 60 60 60 70 360
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 65 60 65 60 70 375
55 60 55 65 60 65 360
55 60 55 65 60 65 360
55 65 60 65 60 70 375
55 60 55 65 60 65 360
55 60 55 60 55 60 345
55 60 55 60 55 60 345
55 60 55 60 55 60 345
55 60 55 60 55 60 345
55 60 55 60 55 60 345
50 55 55 50 50 55 315
50 50 50 50 50 50 300
55 55 50 60 55 55 330
55 55 50 60 55 55 330
55 55 50 60 55 55 330
50 55 45 60 50 55 315
50 55 45 60 50 55 315
45 45 40 55 50 50 285
45 50 45 55 50 55 300
45 50 45 55 50 55 300
45 50 45 55 50 55 300
45 50 45 55 50 55 300
50 50 50 55 55 55 315
50 50 50 55 55 55 315
50 50 50 55 55 55 315
50 50 50 50 50 50 300
55 55 50 55 50 50 315
55 60 55 55 50 55 330
60 60 60 55 55 55 345
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 50 55 55 330
50 55 55 50 50 55 315
50 55 55 50 50 55 315
50 60 60 50 50 60 330
55 65 60 50 45 55 330
55 65 60 50 45 55 330
60 60 60 50 50 50 330
60 60 60 50 50 50 330
60 60 60 50 50 50 330
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 60 50 60 50 50 330
60 60 50 55 45 45 315
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
55 55 50 50 45 45 300
60 55 55 50 50 45 315
60 55 55 50 50 45 315
60 50 50 50 50 40 300
60 50 50 50 50 40 300
60 50 50 55 55 45 315
60 55 55 55 55 50 330
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 55 60 60 345
55 55 60 55 60 60 345
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 50 55 55 330
55 55 60 55 60 60 345
55 55 60 55 60 60 345
55 55 60 55 60 60 345
55 55 60 55 60 60 345
55 55 60 50 55 55 330
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
60 60 60 55 55 55 345
55 50 55 50 55 50 315
55 50 55 50 55 50 315
55 50 55 50 55 50 315
55 50 55 50 55 50 315
60 55 65 50 60 55 345
60 55 65 50 60 55 345
60 50 60 50 60 50 330
60 50 60 55 65 55 345
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 45 55 60 70 55 345
50 40 50 55 65 55 315
50 40 50 55 65 55 315
50 40 50 55 65 55 315
55 45 60 55 70 60 345
55 45 60 55 70 60 345
55 45 60 55 70 60 345
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 50 60 60 70 60 360
60 50 60 65 75 65 375
60 50 60 65 75 65 375
