time,avg_grain_vol,dt,grain_tracker
3373301745,1560625.804272,7864320,4
3381166065,1560624.1758175,7864320,4
3389030385,1560655.8665415,7864320,4
3396894705,1560644.5746421,7864320,4
3404759025,1560646.7192254,7864320,4
3412623345,1560642.2938202,7864320,4
3420487665,1560654.198092,7864320,4
3428351985,1560642.6602076,7864320,4
3436216305,1560669.3475332,7864320,4
3444080625,1560661.7649904,7864320,4
3451944945,1560675.5382316,7864320,4
3459809265,1560677.7797084,7864320,4
3467673585,1560663.9303515,7864320,4
3475537905,1560674.7686046,7864320,4
3483402225,1560668.0231617,7864320,4
3491266545,1560667.5774617,7864320,4
3499130865,1560675.8695703,7864320,4
3506995185,1560689.8488978,7864320,4
3514859505,1560691.5836835,7864320,4
3522723825,1560671.0431526,7864320,4
3530588145,1560698.8555221,7864320,4
3538452465,1560688.5945166,7864320,4
3546316785,1560680.7906249,7864320,4
3554181105,1560688.1374138,7864320,4
3562045425,1560682.8688714,7864320,4
3569909745,1560723.6224498,7864320,4
3577774065,1560704.3461206,7864320,4
3585638385,1560712.8516078,7864320,4
3593502705,1560720.5289897,7864320,4
3601367025,1560722.70173,7864320,4
3609231345,1560699.5210514,7864320,4
3617095665,1560716.8056589,7864320,4
3624959985,1560694.9220784,7864320,4
3632824305,1560709.9969963,7864320,4
3640688625,1560723.0756244,7864320,4
3648552945,1560712.8496114,7864320,4
3656417265,1560736.7403579,7864320,4
3664281585,1560725.5938505,7864320,4
3672145905,1560725.8243414,7864320,4
3680010225,1560737.3596407,7864320,4
3687874545,1560720.7670788,7864320,4
3695738865,1560739.1032639,7864320,4
3703603185,1560743.429974,7864320,4
3711467505,1560734.7427604,7864320,4
3719331825,1560767.6013018,7864320,4
3727196145,1560726.957497,7864320,4
3735060465,1560764.4347608,7864320,4
3742924785,1560748.7104988,7864320,4
3750789105,1560779.0817731,7864320,4
3758653425,1560756.467149,7864320,4
3766517745,1560757.2374987,7864320,4
3774382065,1560762.9846723,7864320,4
3782246385,1560768.3973678,7864320,4
3790110705,1560786.8910078,7864320,4
3797975025,1560773.6997576,7864320,4
3805839345,1560760.9150791,7864320,4
3813703665,1560776.348262,7864320,4
3821567985,1560777.1390624,7864320,4
3829432305,1560783.6303469,7864320,4
3837296625,1560799.1736059,7864320,4
3845160945,1560805.9324544,7864320,4
3853025265,1560776.1001058,7864320,4
3860889585,1560811.8160963,7864320,4
3868753905,1560791.6526471,7864320,4
3876618225,1560798.996153,7864320,4
3884482545,1560790.2480392,7864320,4
3892346865,1560805.8310259,7864320,4
3900211185,1560793.6864579,7864320,4
3908075505,1560812.141496,7864320,4
3915939825,1560826.1483491,7864320,4
3923804145,1560829.0507931,7864320,4
3931668465,1560824.0418943,7864320,4
3939532785,1560805.278504,7864320,4
3947397105,1560815.2793585,7864320,4
3955261425,1560814.5881621,7864320,4
3963125745,1560820.530539,7864320,4
3970990065,1560833.3246793,7864320,4
3978854385,1560838.3826165,7864320,4
3986718705,1560845.7058508,7864320,4
3994583025,1560828.1646382,7864320,4
4002447345,1560840.3693673,7864320,4
4010311665,1560853.3711803,7864320,4
4018175985,1560850.6560262,7864320,4
4026040305,1560846.5391613,7864320,4
4033904625,1560841.7484692,7864320,4
4041768945,1560855.0846793,7864320,4
4049633265,1560848.9292146,7864320,4
4057497585,1560866.8114753,7864320,4
4065361905,1560857.0945307,7864320,4
4073226225,1560866.6264924,7864320,4
4081090545,1560887.2927048,7864320,4
4088954865,1560868.8684434,7864320,4
4096819185,1560884.4522549,7864320,4
4104683505,1560860.6911514,7864320,4
4112547825,1560860.3213285,7864320,4
4120412145,1560881.5982923,7864320,4
4128276465,1560887.0035981,7864320,4
4136140785,1560877.5286624,7864320,4
4144005105,1560879.0044697,7864320,4
4151869425,1560916.0538851,7864320,4
4159733745,1560892.0974783,7864320,4
4167598065,1560874.1290461,7864320,4
4171530225,1560887.9051577,3932160,4
4179394545,1560886.9007159,7864320,4
4183326705,1560912.9470209,3932160,4
4191191025,1560913.2471949,7864320,4
4195123185,1560919.8014761,3932160,4
4202987505,1560917.7953887,7864320,4
4206919665,1560912.6491499,3932160,4
4214783985,1560908.5995322,7864320,4
4218716145,1560924.5322311,3932160,4
4226580465,1560924.84372,7864320,4
4230512625,1560944.163062,3932160,4
4238376945,1560921.318796,7864320,4
4242309105,1560924.1697548,3932160,4
4250173425,1560943.2197101,7864320,4
4254105585,1560956.8898955,3932160,4
4261969905,1560951.1848099,7864320,4
4265902065,1560943.576419,3932160,4
4273766385,1560946.8144723,7864320,4
4277698545,1560953.9663627,3932160,4
4285562865,1560947.2632967,7864320,4
4289495025,1560960.1625423,3932160,4
4297359345,1560942.4035442,7864320,4
4301291505,1560968.6191306,3932160,4
4309155825,1560974.5330015,7864320,4
4313087985,1560943.0553269,3932160,4
4320952305,1560957.0454406,7864320,4
4324884465,1560976.6702045,3932160,4
4332748785,1560966.3986956,7864320,4
4336680945,1560977.1424884,3932160,4
4344545265,1560970.5980535,7864320,4
4348477425,1560987.8144782,3932160,4
4356341745,1560986.529341,7864320,4
4360273905,1561003.2302417,3932160,4
4368138225,1561002.0014012,7864320,4
4372070385,1561012.0227986,3932160,4
4379934705,1561030.7257355,7864320,4
4383866865,1561003.4226006,3932160,4
4387799025,1560997.6470054,3932160,4
4391731185,1561006.7668509,3932160,4
4395663345,1561014.2510386,3932160,4
4399595505,1561009.8838798,3932160,4
4403527665,1561016.7495249,3932160,4
4407459825,1561009.2321057,3932160,4
4411391985,1561020.6128431,3932160,4
4415324145,1561023.0375055,3932160,4
4419256305,1561029.5941531,3932160,4
4423188465,1561017.2684656,3932160,4
4427120625,1561036.1820259,3932160,4
4431052785,1561039.6753032,3932160,4
4434984945,1561043.6462929,3932160,4
4438917105,1561044.9872142,3932160,4
4442849265,1561054.1781377,3932160,4
4444815345,1561053.6622433,1966080,4
4448747505,1561069.3374279,3932160,4
4450713585,1561075.4813378,1966080,4
4454645745,1561085.0538526,3932160,4
4456611825,1561089.090368,1966080,4
4457594865,2081444.7935016,983040,3
4459560945,2081434.9793879,1966080,3
4463493105,2081451.6393933,3932160,3
4471357425,2081430.8200304,7864320,3
4479221745,2081415.4861211,7864320,3
4487086065,2081457.3670402,7864320,3
4494950385,2081420.7604131,7864320,3
4502814705,2081447.6361921,7864320,3
4510679025,2081446.0119273,7864320,3
4518543345,2081457.8693507,7864320,3
4526407665,2081448.7257552,7864320,3
4534271985,2081426.7222594,7864320,3
4542136305,2081446.1098412,7864320,3
4550000625,2081463.606728,7864320,3
4557864945,2081472.547112,7864320,3
4565729265,2081461.2105316,7864320,3
4573593585,2081473.6727301,7864320,3
4581457905,2081461.2102757,7864320,3
4589322225,2081450.4041884,7864320,3
4597186545,2081466.8914052,7864320,3
4605050865,2081454.9527657,7864320,3
4612915185,2081469.4726194,7864320,3
4620779505,2081473.9058194,7864320,3
4628643825,2081479.3684156,7864320,3
4636508145,2081482.5098365,7864320,3
4644372465,2081487.3723185,7864320,3
4652236785,2081476.0040405,7864320,3
4660101105,2081493.2126749,7864320,3
4667965425,2081487.0142512,7864320,3
