var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.1,1,19866.183973715,19980.473904907,1,159.04216748497,159.48719853994,1,1,1,3,0,0,3
0.1,0.2,0,19980.473904907,20094.7638361,0,159.48719853994,159.93222959491,0,1,1,0,0,0,0
0.2,0.3,0,20094.7638361,20209.053767292,1,159.93222959491,160.37726064988,1,1,1,0,0,0,0
0.3,0.4,0,20209.053767292,20323.343698485,0,160.37726064988,160.82229170486,0,1,1,0,0,0,0
0.4,0.5,0,20323.343698485,20437.633629677,0,160.82229170486,161.26732275983,0,1,1,0,0,0,0
0.5,0.6,0,20437.633629677,20551.923560869,0,161.26732275983,161.7123538148,0,1,1,0,0,0,0
0.6,0.7,0,20551.923560869,20666.213492062,0,161.7123538148,162.15738486977,0,1,1,0,0,0,0
0.7,0.8,0,20666.213492062,20780.503423254,0,162.15738486977,162.60241592474,0,1,1,0,0,0,0
0.8,0.9,0,20780.503423254,20894.793354447,0,162.60241592474,163.04744697971,0,1,1,0,0,0,0
0.9,1,1,20894.793354447,21009.083285639,0,163.04744697971,163.49247803468,0,1,1,0,0,0,0
1,1.1,0,21009.083285639,21123.373216831,0,163.49247803468,163.93750908965,0,1,1,0,0,0,0
1.1,1.2,0,21123.373216831,21237.663148024,0,163.93750908965,164.38254014463,0,1,1,0,0,0,0
1.2,1.3,0,21237.663148024,21351.953079216,0,164.38254014463,164.8275711996,0,1,1,0,0,0,0
1.3,1.4,0,21351.953079216,21466.243010409,0,164.8275711996,165.27260225457,0,1,1,0,0,0,0
1.4,1.5,0,21466.243010409,21580.532941601,0,165.27260225457,165.71763330954,0,1,1,0,0,0,0
1.5,1.6,0,21580.532941601,21694.822872794,0,165.71763330954,166.16266436451,0,1,1,0,0,0,0
1.6,1.7,0,21694.822872794,21809.112803986,0,166.16266436451,166.60769541948,0,1,1,0,0,0,0
1.7,1.8,0,21809.112803986,21923.402735178,0,166.60769541948,167.05272647445,0,1,1,0,0,0,0
1.8,1.9,0,21923.402735178,22037.692666371,0,167.05272647445,167.49775752942,0,1,1,0,0,0,0
1.9,2,1,22037.692666371,22151.982597563,1,167.49775752942,167.94278858439,1,1,1,0,0,0,0
