var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.1,1,19406.749059523,19541.797219938,1,157.19236729987,157.72149340336,1,1,1,3,0,0,3
0.1,0.2,0,19541.797219938,19676.845380354,0,157.72149340336,158.25061950686,0,1,1,0,0,0,0
0.2,0.3,0,19676.845380354,19811.89354077,0,158.25061950686,158.77974561035,0,1,1,0,0,0,0
0.3,0.4,0,19811.89354077,19946.941701186,0,158.77974561035,159.30887171385,0,1,1,0,0,0,0
0.4,0.5,0,19946.941701186,20081.989861601,0,159.30887171385,159.83799781734,0,1,1,0,0,0,0
0.5,0.6,0,20081.989861601,20217.038022017,1,159.83799781734,160.36712392084,1,1,1,0,0,0,0
0.6,0.7,0,20217.038022017,20352.086182433,0,160.36712392084,160.89625002433,0,1,1,0,0,0,0
0.7,0.8,0,20352.086182433,20487.134342848,0,160.89625002433,161.42537612783,0,1,1,0,0,0,0
0.8,0.9,0,20487.134342848,20622.182503264,0,161.42537612783,161.95450223132,0,1,1,0,0,0,0
0.9,1,1,20622.182503264,20757.23066368,0,161.95450223132,162.48362833481,0,1,1,0,0,0,0
1,1.1,0,20757.23066368,20892.278824095,0,162.48362833481,163.01275443831,0,1,1,0,0,0,0
1.1,1.2,0,20892.278824095,21027.326984511,0,163.01275443831,163.5418805418,0,1,1,0,0,0,0
1.2,1.3,0,21027.326984511,21162.375144927,0,163.5418805418,164.0710066453,0,1,1,0,0,0,0
1.3,1.4,0,21162.375144927,21297.423305342,0,164.0710066453,164.60013274879,0,1,1,0,0,0,0
1.4,1.5,0,21297.423305342,21432.471465758,0,164.60013274879,165.12925885229,0,1,1,0,0,0,0
1.5,1.6,0,21432.471465758,21567.519626174,0,165.12925885229,165.65838495578,0,1,1,0,0,0,0
1.6,1.7,0,21567.519626174,21702.567786589,0,165.65838495578,166.18751105928,0,1,1,0,0,0,0
1.7,1.8,0,21702.567786589,21837.615947005,0,166.18751105928,166.71663716277,0,1,1,0,0,0,0
1.8,1.9,0,21837.615947005,21972.664107421,0,166.71663716277,167.24576326627,0,1,1,0,0,0,0
1.9,2,1,21972.664107421,22107.712267837,1,167.24576326627,167.77488936976,1,1,1,0,0,0,0
