var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.1,1,19436.04035609,19569.871041932,1,157.31095058655,157.83508505428,1,1,1,3,0,0,3
0.1,0.2,0,19569.871041932,19703.701727774,0,157.83508505428,158.359219522,0,1,1,0,0,0,0
0.2,0.3,0,19703.701727774,19837.532413615,0,158.359219522,158.88335398973,0,1,1,0,0,0,0
0.3,0.4,0,19837.532413615,19971.363099457,0,158.88335398973,159.40748845746,0,1,1,0,0,0,0
0.4,0.5,0,19971.363099457,20105.193785298,0,159.40748845746,159.93162292519,0,1,1,0,0,0,0
0.5,0.6,0,20105.193785298,20239.02447114,1,159.93162292519,160.45575739292,1,1,1,0,0,0,0
0.6,0.7,0,20239.02447114,20372.855156982,0,160.45575739292,160.97989186065,0,1,1,0,0,0,0
0.7,0.8,0,20372.855156982,20506.685842823,0,160.97989186065,161.50402632838,0,1,1,0,0,0,0
0.8,0.9,0,20506.685842823,20640.516528665,0,161.50402632838,162.02816079611,0,1,1,0,0,0,0
0.9,1,1,20640.516528665,20774.347214506,0,162.02816079611,162.55229526384,0,1,1,0,0,0,0
1,1.1,0,20774.347214506,20908.177900348,0,162.55229526384,163.07642973157,0,1,1,0,0,0,0
1.1,1.2,0,20908.177900348,21042.00858619,0,163.07642973157,163.6005641993,0,1,1,0,0,0,0
1.2,1.3,0,21042.00858619,21175.839272031,0,163.6005641993,164.12469866703,0,1,1,0,0,0,0
1.3,1.4,0,21175.839272031,21309.669957873,0,164.12469866703,164.64883313476,0,1,1,0,0,0,0
1.4,1.5,0,21309.669957873,21443.500643714,0,164.64883313476,165.17296760248,0,1,1,0,0,0,0
1.5,1.6,0,21443.500643714,21577.331329556,0,165.17296760248,165.69710207021,0,1,1,0,0,0,0
1.6,1.7,0,21577.331329556,21711.162015398,0,165.69710207021,166.22123653794,0,1,1,0,0,0,0
1.7,1.8,0,21711.162015398,21844.992701239,0,166.22123653794,166.74537100567,0,1,1,0,0,0,0
1.8,1.9,0,21844.992701239,21978.823387081,0,166.74537100567,167.2695054734,0,1,1,0,0,0,0
1.9,2,1,21978.823387081,22112.654072922,1,167.2695054734,167.79363994113,1,1,1,0,0,0,0
