var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.1,1,19453.926249634,19586.935661612,1,157.3833161469,157.90410937766,1,1,1,3,0,0,3
0.1,0.2,0,19586.935661612,19719.94507359,0,157.90410937766,158.42490260842,0,1,1,0,0,0,0
0.2,0.3,0,19719.94507359,19852.954485567,0,158.42490260842,158.94569583918,0,1,1,0,0,0,0
0.3,0.4,0,19852.954485567,19985.963897545,0,158.94569583918,159.46648906994,0,1,1,0,0,0,0
0.4,0.5,0,19985.963897545,20118.973309522,0,159.46648906994,159.9872823007,0,1,1,0,0,0,0
0.5,0.6,0,20118.973309522,20251.9827215,1,159.9872823007,160.50807553146,1,1,1,0,0,0,0
0.6,0.7,0,20251.9827215,20384.992133477,0,160.50807553146,161.02886876222,0,1,1,0,0,0,0
0.7,0.8,0,20384.992133477,20518.001545455,0,161.02886876222,161.54966199298,0,1,1,0,0,0,0
0.8,0.9,0,20518.001545455,20651.010957433,0,161.54966199298,162.07045522374,0,1,1,0,0,0,0
0.9,1,1,20651.010957433,20784.02036941,0,162.07045522374,162.5912484545,0,1,1,0,0,0,0
1,1.1,0,20784.02036941,20917.029781388,0,162.5912484545,163.11204168526,0,1,1,0,0,0,0
1.1,1.2,0,20917.029781388,21050.039193365,0,163.11204168526,163.63283491602,0,1,1,0,0,0,0
1.2,1.3,0,21050.039193365,21183.048605343,0,163.63283491602,164.15362814678,0,1,1,0,0,0,0
1.3,1.4,0,21183.048605343,21316.05801732,0,164.15362814678,164.67442137754,0,1,1,0,0,0,0
1.4,1.5,0,21316.05801732,21449.067429298,0,164.67442137754,165.1952146083,0,1,1,0,0,0,0
1.5,1.6,0,21449.067429298,21582.076841276,0,165.1952146083,165.71600783906,0,1,1,0,0,0,0
1.6,1.7,0,21582.076841276,21715.086253253,0,165.71600783906,166.23680106982,0,1,1,0,0,0,0
1.7,1.8,0,21715.086253253,21848.095665231,0,166.23680106982,166.75759430058,0,1,1,0,0,0,0
1.8,1.9,0,21848.095665231,21981.105077208,0,166.75759430058,167.27838753134,0,1,1,0,0,0,0
1.9,2,1,21981.105077208,22114.114489186,1,167.27838753134,167.7991807621,1,1,1,0,0,0,0
