# Step gr0 gr1 gr2 gr3 
500 50025 111150 51625 30075
600 50075 111100 51625 30075
700 50025 111050 51625 30075
800 49950 111025 51625 30075
900 49975 111025 51625 30075
1000 49975 111000 51625 30075
1100 49950 110950 51625 30075
1200 50000 110925 51625 30075
1300 50000 110925 51575 30025
1400 50025 110925 51575 30025
1500 49975 110925 51575 30025
1600 49925 110925 51575 30025
1700 49875 110925 51525 29975
1800 49875 110950 51525 29975
1900 49725 110575 51175 29875
2000 49650 110525 51025 29575
2100 49600 110500 51025 29525
2200 49625 110500 51025 29525
2300 49625 110500 51025 29525
2400 49650 110475 51025 29525
2500 49600 110450 51025 29525
2600 49625 110450 50975 29475
2700 49600 110000 50725 29475
2800 49600 109975 50725 29475
2900 49600 109975 50725 29475
3000 49525 109975 50725 29475
3100 49450 109975 50625 29475
3200 49400 109900 50625 29475
3300 49275 109575 50325 29350
3400 47925 107075 48275 27050
3500 47775 106875 47825 26750
3600 47725 106875 47825 26675
3700 47725 106875 47825 26675
3800 47700 106900 47775 26675
3900 47675 106900 47775 26650
4000 47700 106900 47775 26650
4100 47675 106875 47775 26650
4200 47675 106875 47775 26575
4300 47675 106875 47775 26575
4400 47675 106875 47725 26575
4500 47675 106850 47725 26575
4600 47675 106875 47725 26575
4700 47675 106875 47725 26575
4800 47675 106600 47475 26575
4900 47675 106600 47425 26575
5000 47675 106600 47375 26575
5100 47675 106600 47375 26525
5200 47675 106600 47375 26525
5300 47650 106600 47375 26525
5400 47650 106600 47375 26475
5500 47650 106600 47375 26450
5600 47625 106625 47325 26450
5700 47625 106575 47325 26450
5800 47650 106575 47325 26425
5900 47550 106575 47325 26425
6000 47525 106575 47325 26425
6100 47525 106575 47325 26425
6200 47525 106550 47325 26425
6300 47525 106550 47325 26425
6400 47525 106550 47325 26425
6500 47500 106575 47325 26425
6600 47500 106600 47325 26425
6700 47500 106600 47325 26425
6800 47500 106600 47325 26425
6900 47525 106600 47325 26425
7000 47525 106600 47325 26425
7100 47525 106625 47325 26425
7200 47525 106650 47325 26425
7300 47500 106675 47325 26425
7400 47500 106700 47325 26425
7500 47500 106700 47325 26425
7600 47500 106675 47325 26425
7700 47500 106675 47325 26425
7800 47500 106675 47325 26425
7900 47500 106675 47300 26425
8000 47475 106700 47275 26425
8100 47475 106700 47275 26425
8200 47475 106700 47275 26425
8300 47475 106700 47275 26425
8400 47475 106700 47275 26425
8500 47475 106700 47275 26425
8600 47475 106700 47275 26425
8700 47500 106700 47275 26425
8800 47450 106700 47275 26425
8900 47450 106700 47275 26425
9000 47425 106700 47275 26425
9100 47425 106700 47275 26425
9200 47400 106725 47225 26375
9300 47350 106725 47225 26375
9400 47350 106750 47225 26375
9500 47325 106750 47225 26375
9600 47325 106750 47175 26325
9700 47325 106775 47175 26225
9800 47300 106775 47125 26225
9900 47225 106775 47025 26050
10000 47200 106725 47025 26025
10100 47200 106525 46825 26000
10200 47200 106525 46775 25950
10300 47200 106525 46775 25950
10400 47200 106525 46775 25950
10500 47200 106525 46775 25950
10600 47200 106525 46775 25925
10700 47150 106525 46775 25925
10800 47150 106550 46775 25925
10900 47150 106525 46775 25925
11000 47150 106525 46775 25925
11100 47175 106525 46775 25925
11200 47175 106525 46775 25925
11300 47175 106525 46775 25925
11400 47150 106500 46775 25925
11500 47150 106500 46775 25925
11600 47150 106475 46775 25925
11700 47150 106475 46775 25925
11800 47150 106475 46775 25925
11900 47150 106475 46775 25925
12000 47150 106475 46775 25925
12100 47150 106550 46775 25925
12200 47150 106550 46775 25925
12300 47175 106550 46775 25925
12400 47175 106575 46775 25925
12500 47175 106575 46775 25925
12600 47175 106575 46775 25925
12700 47175 106625 46775 25925
12800 47175 106650 46775 25925
12900 47175 106675 46775 25925
13000 47175 106650 46775 25925
13100 47175 106650 46775 25925
13200 47175 106650 46775 25925
13300 47175 106650 46775 25925
13400 47175 106600 46775 25925
13500 47150 106600 46775 25925
13600 47125 106550 46775 25925
13700 47125 106550 46775 25925
13800 47025 106550 46775 25925
13900 47025 106525 46775 25925
14000 47025 106525 46725 25925
14100 47025 106525 46675 25925
14200 47025 106525 46675 25925
14300 47000 106525 46675 25925
14400 47000 106525 46675 25925
14500 47000 106525 46675 25925
14600 46975 106525 46675 25925
14700 46975 106525 46675 25925
14800 46950 106525 46675 25925
14900 46950 106525 46675 25925
15000 46975 106525 46675 25925
15100 46975 106525 46675 25925
15200 46975 106525 46675 25925
15300 46975 106525 46675 25925
15400 46950 106525 46675 25925
15500 46950 106525 46675 25925
15600 46950 106525 46675 25925
15700 46925 106525 46675 25925
15800 46925 106525 46675 25925
15900 46900 106525 46675 25925
16000 46900 106475 46675 25925
16100 46900 106475 46675 25925
16200 46900 106475 46675 25925
16300 46900 106475 46675 25925
16400 46900 106475 46675 25925
16500 46850 106475 46675 25925
16600 46875 106475 46675 25925
16700 46875 106425 46675 25925
16800 46875 106275 46475 25925
16900 46875 106275 46475 25925
17000 46875 106275 46475 25925
17100 46875 106275 46475 25925
17200 46900 106275 46475 25925
17300 46900 106250 46475 25925
17400 46900 106250 46475 25925
17500 46900 106275 46475 25925
17600 46900 106275 46475 25925
17700 46900 106275 46425 25925
17800 46900 106300 46425 25925
17900 46900 106275 46425 25925
18000 46900 106275 46425 25925
18100 46900 106250 46425 25925
18200 46900 106250 46375 25875
18300 46900 106250 46375 25875
18400 46900 106250 46375 25875
18500 46900 106250 46375 25875
18600 46900 106250 46375 25875
18700 46900 106275 46375 25875
18800 46900 106275 46375 25875
18900 46850 106275 46375 25875
19000 46850 106275 46375 25875
19100 46875 106300 46375 25875
19200 46875 106300 46375 25875
19300 46900 106300 46375 25875
19400 46900 106300 46375 25875
19500 46900 106300 46375 25875
19600 46875 106250 46375 25875
19700 46875 106250 46375 25875
19800 46875 106250 46375 25875
19900 46875 106250 46375 25875
20000 46875 106250 46375 25875
20100 46875 106200 46375 25875
20200 46825 106200 46375 25875
20300 46825 106200 46375 25875
20400 46825 106225 46375 25825
20500 46825 106225 46375 25825
20600 46825 106225 46375 25825
20700 46825 106200 46375 25825
20800 46825 106200 46375 25825
20900 46825 106200 46375 25825
21000 46800 106200 46375 25825
21100 46800 106225 46375 25825
21200 46775 106225 46325 25825
21300 46775 106225 46325 25775
21400 46775 106225 46325 25775
21500 46775 106225 46325 25775
21600 46750 106250 46325 25775
21700 46700 106250 46325 25775
21800 46700 106225 46325 25775
21900 46700 106075 46125 25775
