var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,395884.58964478,709.96895332612,1,0
1,392011.99324648,706.48791342235,1,0
2,392006.42287092,706.4828939114,1,0
3,388150.4960234,702.9996876568,1,0
4,393230.94137239,707.58546110612,0,0
5,389570.77483435,704.28468391143,0,0
6,389565.0211147,704.2794829674,0,0
7,385905.44309235,700.9636728631,1,0
8,391808.08590853,706.30414760621,1,0
9,389568.17476209,704.28233363999,0,0
10,391384.29882555,705.92206825763,0,0
11,385760.99526474,700.83247212687,1,0
12,390730.08210794,705.33183102526,0,0
13,385521.97170094,700.61531508661,0,0
14,386970.63349742,701.9304190731,0,0
15,385152.37231698,700.27939508638,1,0
