var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396626.18664582,710.63362242084,1,0
1,392909.33086124,707.29604660846,1,0
2,392909.0430438,707.29578755102,1,0
3,389183.52701832,703.9345543154,1,0
4,394127.03157944,708.39122118786,0,0
5,390472.84967622,705.09961945331,0,0
6,390472.64222732,705.09943215198,0,0
7,386818.45610678,701.79238735438,1,0
8,394126.94025873,708.3911391194,1,0
9,390472.57803547,705.09937419448,0,0
10,390456.39470531,705.084762446,0,0
11,386785.45631304,701.76245147927,1,0
12,391630.99039407,706.14450639619,0,0
13,388034.01058821,702.89419330586,0,0
14,388022.27703515,702.8835660046,0,0
15,384434.21405988,699.62621712614,1,0
