var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394871.44925207,709.05990175346,1,0
1,393018.40450291,707.39421429767,1,0
2,393018.37551837,707.39418821303,1,0
3,389324.27016493,704.06182718504,1,0
4,394239.11638935,708.49194283942,0,0
5,390599.11019058,705.21360823017,0,0
6,390599.09011697,705.21359010906,0,0
7,386959.08452448,701.91994458847,1,0
8,392421.61675005,706.85693082481,1,0
9,390599.09417243,705.21359377005,0,0
10,390571.90472801,705.18904852688,0,0
11,386923.96066455,701.88808760632,1,0
12,391774.15165169,706.27356066046,0,0
13,388179.56935268,703.02601527831,0,0
14,388177.77362766,703.02438917152,0,0
15,384583.46963475,699.76201796784,1,0
