var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396447.08247891,710.47315417757,1,0
1,392653.8736357,707.06607845831,1,0
2,392651.93716911,707.06433492334,1,0
3,388846.87988645,703.63003369548,1,0
4,393885.05416424,708.17372659685,0,0
5,390222.08797687,704.87317557222,0,0
6,390220.08858907,704.87136978435,0,0
7,386557.18996213,701.55534390487,1,0
8,393764.80939044,708.06562311767,1,0
9,390220.56053713,704.87179603428,0,0
10,390347.96093988,704.98685099467,0,0
11,386359.46448518,701.37589683794,1,0
12,391397.44115832,705.93392027223,0,0
13,387597.63095051,702.49884780821,0,0
14,387641.12123996,702.53825855123,0,0
15,384277.19262344,699.48332202274,1,0
