var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,384212.77200036,384824.61109776,1,699.42468851419,699.97722252525,1,0,0.05,8,0,0,16
0.75,1.5,1,384824.61109776,385436.45019517,0,699.97722252525,700.52975653632,0,0.05,0.1,0,0,0,0
1.5,2.25,1,385436.45019517,386048.28929258,0,700.52975653632,701.08229054738,0,0.1,0.15,0,0,0,0
2.25,3,1,386048.28929258,386660.12838999,2,701.08229054738,701.63482455845,1,0.15,0.2,0,0,0,0
3,3.75,0,386660.12838999,387271.96748739,0,701.63482455845,702.18735856952,1,0.2,0.25,0,0,0,0
3.75,4.5,1,387271.96748739,387883.8065848,2,702.18735856952,702.73989258058,2,0.25,0.3,0,0,0,0
4.5,5.25,1,387883.8065848,388495.64568221,0,702.73989258058,703.29242659165,0,0.3,0.35,0,0,0,0
5.25,6,1,388495.64568221,389107.48477962,1,703.29242659165,703.84496060271,1,0.35,0.4,0,0,0,0
6,6.75,0,389107.48477962,389719.32387702,0,703.84496060271,704.39749461378,0,0.4,0.45,0,0,0,0
6.75,7.5,1,389719.32387702,390331.16297443,4,704.39749461378,704.95002862485,4,0.45,0.5,0,0,0,0
7.5,8.25,1,390331.16297443,390943.00207184,0,704.95002862485,705.50256263591,0,0.5,0.55,0,0,0,0
8.25,9,1,390943.00207184,391554.84116925,1,705.50256263591,706.05509664698,1,0.55,0.6,0,0,0,0
9,9.75,0,391554.84116925,392166.68026665,0,706.05509664698,706.60763065804,0,0.6,0.65,0,0,0,0
9.75,10.5,1,392166.68026665,392778.51936406,2,706.60763065804,707.16016466911,2,0.65,0.7,0,0,0,0
10.5,11.25,1,392778.51936406,393390.35846147,0,707.16016466911,707.71269868018,0,0.7,0.75,0,0,0,0
11.25,12,1,393390.35846147,394002.19755888,2,707.71269868018,708.26523269124,2,0.75,0.8,0,0,0,0
12,12.75,0,394002.19755888,394614.03665628,0,708.26523269124,708.81776670231,0,0.8,0.85,0,0,0,0
12.75,13.5,1,394614.03665628,395225.87575369,0,708.81776670231,709.37030071337,0,0.85,0.9,0,0,0,0
13.5,14.25,1,395225.87575369,395837.7148511,0,709.37030071337,709.92283472444,0,0.9,0.95,0,0,0,0
14.25,15,1,395837.7148511,396449.55394851,1,709.92283472444,710.47536873551,1,0.95,1,8,0,0,0
