var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,395774.47196859,709.87020539469,1,0
1,391910.58829471,706.39653100596,1,0
2,391906.67170569,706.39300128273,1,0
3,388044.72438541,702.90389685458,1,0
4,393140.83488879,707.50438700449,0,0
5,389474.86143919,704.19798016227,0,0
6,389470.67040757,704.19419131191,0,0
7,385805.18416265,700.87261113538,1,0
8,392431.52317687,706.86585283874,1,0
9,389472.98457842,704.196283412,0,0
10,390532.05062689,705.15306873378,0,0
11,385697.66582055,700.77494278461,1,0
12,390650.65793041,705.26014055368,0,0
13,386152.03681347,701.18759512055,0,0
14,386939.76814954,701.90242501266,0,0
15,384351.64561948,699.55108054148,1,0
