var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,395911.15473152,709.99277348853,1,0
1,392040.0012105,706.51315108725,1,0
2,392033.4132187,706.50721480219,1,0
3,388180.93039201,703.02724775587,1,0
4,393259.89999544,707.61151490969,0,0
5,389594.18555553,704.30584510438,0,0
6,389587.5031553,704.29980487855,0,0
7,385922.38767059,700.97906187047,1,0
8,391337.66407619,705.88001051602,1,0
9,389591.14080356,704.30309295756,0,0
10,391917.45778213,706.40272190888,0,0
11,385780.3911178,700.8500906432,1,0
12,390760.32225024,705.35912470348,0,0
13,385041.07352663,700.17820671697,0,0
14,386976.63980514,701.93586650679,0,0
15,385668.58616327,700.74852483982,1,0
