var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396124.23957011,710.18381173385,1,0
1,392386.77750587,706.82555270143,1,0
2,392385.67814654,706.82456253578,1,0
3,388599.06133124,703.405780424,1,0
4,393603.54541758,707.92061629368,0,0
5,389946.8955476,704.62458639897,0,0
6,389945.91529575,704.62370075275,0,0
7,386289.26097899,701.31217213519,1,0
8,393592.51520852,707.91069696344,1,0
9,389945.69281841,704.62349974688,0,0
10,389876.83814734,704.56128754389,0,0
11,386120.84806898,701.15927777368,1,0
12,391101.38262041,705.66688058382,0,0
13,387481.35862745,702.39347139063,0,0
14,387402.84867503,702.32230968131,0,0
15,383843.74493848,699.08871758519,1,0
