var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396020.2973297,710.090630186,1,0
1,392190.95345903,706.6491569594,1,0
2,392188.38494321,706.64684298135,1,0
3,388345.97069484,703.17668258215,1,0
4,393410.56039401,707.74704719276,0,0
5,389751.84986291,704.44834294584,0,0
6,389749.05776233,704.44581968117,0,0
7,386090.55727312,701.13177461086,1,0
8,393112.11495784,707.4785440413,1,0
9,389750.37291056,704.44700820218,0,0
10,390242.16699552,704.89131009103,0,0
11,385944.98304089,700.99958238204,1,0
12,390910.82605692,705.49494838784,0,0
13,386895.93241892,701.86266523655,0,0
14,387205.81326303,702.14368429676,0,0
15,384108.44466447,699.32972281573,1,0
