var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396128.91567705,710.18800345618,1,0
1,392410.90309832,706.84728167407,1,0
2,392410.02699037,706.84649260976,1,0
3,388661.75483104,703.46251909895,1,0
4,393626.58473833,707.94133482082,0,0
5,389976.90600503,704.65169996181,0,0
6,389976.15496333,704.65102143052,0,0
7,386326.4714091,701.34594928328,1,0
8,393623.46996881,707.93853384327,1,0
9,389975.90422304,704.65079489817,0,0
10,389990.06989713,704.66359282076,0,0
11,386279.53490443,701.30334318484,1,0
12,391135.25668159,705.69743952146,0,0
13,387528.84682289,702.43651136634,0,0
14,387546.79583649,702.45277840893,0,0
15,383969.18494562,699.20293923331,1,0
