var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396719.12337711,710.71687473733,1,0
1,393002.08584211,707.37952815839,1,0
2,393001.97271085,707.37942634373,1,0
3,389280.80119865,704.02252101215,1,0
4,394219.63369913,708.47443633256,0,0
5,390564.38193411,705.18225718147,0,0
6,390564.30229033,705.18218528118,0,0
7,386909.04903525,701.87456247363,1,0
8,394219.54715544,708.47435856628,1,0
9,390564.28756526,705.18217198778,0,0
10,390486.15840543,705.11163552555,0,0
11,386827.00739857,701.80014447949,1,0
12,391721.63901244,706.22622531248,0,0
13,388125.83387712,702.9773538498,0,0
14,388058.54257885,702.91641187532,0,0
15,384466.56603141,699.65565494729,1,0
