time,avg_grain_vol,dt,grain_tracker
1,390366.27757759,1,16
3,390545.683257,2,16
7,390467.6205343,4,16
15,390280.63043434,8,16
31,389972.92381204,16,16
63,389915.41268114,32,16
127,390196.19629108,64,16
255,390193.14844921,128,16
511,389744.89287671,256,16
1023,389484.77124801,512,16
1279,389516.15955995,256,16
1791,389576.39353647,512,16
2303,389600.17196591,512,16
