# Step gr0 gr1 gr2 gr3 
500 66400 20675 66725 92275
600 66400 20600 66725 92275
700 66400 20550 66725 92275
800 66375 20550 66725 92275
900 66375 20500 66725 92275
1000 66350 20500 66725 92275
1100 66375 20500 66725 92275
1200 66425 20400 66725 92275
1300 66425 20325 66725 92225
1400 66425 20275 66725 92225
1500 66450 20225 66700 92225
1600 66425 20200 66700 92225
1700 66400 20200 66550 92200
1800 66400 20175 66550 92200
1900 65975 20025 66175 91400
2000 65575 19825 65575 90725
2100 65600 19825 65575 90725
2200 65600 19825 65575 90725
2300 65625 19775 65525 90675
2400 65625 19750 65525 90675
2500 65650 19725 65525 90675
2600 65650 19675 65475 90675
2700 65575 19625 65475 90500
2800 65275 19575 65125 89875
2900 65300 19525 65100 89850
3000 65275 19475 65100 89825
3100 65275 19400 65075 89825
3200 65300 19375 65050 89825
3300 65200 19250 64950 89750
3400 63700 18150 63375 88575
3500 63425 17950 62800 87850
3600 63425 17900 62750 87850
3700 63425 17875 62725 87825
3800 63450 17875 62675 87800
3900 63450 17875 62650 87725
4000 63425 17875 62625 87725
4100 63425 17875 62625 87700
4200 63450 17875 62600 87675
4300 63450 17850 62550 87625
4400 63450 17850 62550 87625
4500 63425 17850 62550 87625
4600 63375 17825 62500 87525
4700 63075 17800 62250 86975
4800 63075 17800 62200 86975
4900 63075 17800 62200 86925
5000 63075 17800 62175 86925
5100 63075 17775 62150 86925
5200 63075 17775 62150 86925
5300 63075 17750 62150 86925
5400 63075 17750 62150 86925
5500 63075 17750 62125 86925
5600 63075 17750 62125 86875
5700 63025 17725 62125 86875
5800 63025 17700 62125 86875
5900 63025 17700 62125 86875
6000 63025 17675 62125 86875
6100 63025 17650 62125 86875
6200 63050 17650 62125 86825
6300 63050 17650 62125 86775
6400 63050 17650 62125 86775
6500 63075 17600 62125 86775
6600 63050 17600 62125 86775
6700 63075 17600 62125 86775
6800 63125 17600 62125 86775
6900 63150 17575 62125 86775
7000 63150 17575 62125 86775
7100 63175 17575 62125 86775
7200 63175 17575 62125 86775
7300 63175 17550 62125 86775
7400 63225 17500 62125 86775
7500 63250 17450 62150 86775
