# Step gr0 gr1 gr2 gr3 
500 61025 18475 60100 86975
600 61125 18350 60050 86925
700 61300 18300 60050 86825
800 61400 18250 60100 86775
900 61325 18150 60050 86750
1000 61150 17825 59525 86100
1100 60900 17750 59200 85475
1200 61050 17675 59225 85350
1300 61075 17550 59225 85300
1400 61150 17475 59200 85275
1500 61200 17400 59200 85225
1600 61300 17325 59200 85200
1700 61375 17325 59200 85175
1800 61500 17250 59225 85175
1900 61600 17200 59125 85150
2000 61475 17125 58900 84675
2100 61575 17050 58900 84625
2200 61650 16925 58850 84475
2300 61675 16825 58825 84450
2400 61675 16700 58825 84425
2500 61750 16625 58800 84400
2600 61725 16550 58900 84350
2700 61775 16425 58850 84325
2800 61800 16300 58900 84125
2900 61825 15425 58850 83200
3000 61850 15400 58850 83100
3100 61925 15325 58800 83050
3200 61925 15300 58825 83050
3300 61800 15250 58650 82750
3400 61875 15225 58700 82650
3500 61925 15175 58675 82650
3600 61975 15125 58650 82650
3700 62050 15075 58625 82625
3800 62075 15050 58650 82625
3900 62075 15025 58625 82625
4000 62100 15000 58575 82625
4100 62150 15000 58500 82625
4200 62175 15000 58475 82625
4300 62225 14925 58375 82625
4400 62250 14925 58300 82625
4500 62325 14900 58075 82625
4600 62325 14875 58100 82625
4700 62375 14850 58100 82625
4800 62400 14825 58125 82625
4900 62425 14825 58125 82625
5000 62475 14800 58125 82625
5100 62475 14750 58125 82625
5200 62550 14750 58125 82600
5300 62600 14725 58125 82575
5400 62625 14725 58125 82550
5500 62725 14675 58125 82550
5600 62725 14700 58125 82550
5700 62825 14650 58125 82550
5800 62875 14625 58100 82550
5900 62925 14600 58100 82550
6000 62950 14600 58100 82525
6100 62950 14500 58100 82525
6200 63000 14500 58100 82525
6300 63050 14500 58100 82525
6400 63075 14475 58100 82500
6500 63150 14450 58100 82500
6600 63175 14450 58100 82500
6700 63200 14450 58100 82500
6800 63250 14450 58075 82500
6900 63250 14450 58075 82500
7000 63275 14450 58075 82500
7100 63300 14450 58100 82500
7200 63300 14425 58125 82500
7300 63350 14425 58150 82500
7400 63350 14425 58175 82500
7500 63375 14375 58175 82500
7600 63400 14350 58150 82500
7700 63425 14300 58200 82500
7800 63475 14300 58200 82500
7900 63550 14275 58225 82500
8000 63575 14250 58225 82500
8100 63700 14250 58225 82500
8200 63725 14250 58200 82500
8300 63750 14250 58200 82500
8400 63775 14250 58200 82500
8500 63775 14250 58225 82500
8600 63800 14275 58200 82500
8700 63850 14275 58150 82500
8800 63850 14225 58150 82500
8900 63850 14225 58150 82500
9000 63875 14225 58150 82500
9100 63875 14175 58150 82500
9200 63900 14125 58150 82500
9300 63900 14100 58150 82500
9400 63900 14075 58150 82500
9500 63925 14075 58150 82500
9600 63925 14075 58150 82500
9700 63925 14075 58150 82500
9800 63925 14075 58150 82500
9900 63925 14075 58150 82475
10000 63925 14075 58150 82475
10100 63925 14075 58150 82475
10200 63950 14050 58150 82475
10300 63950 14025 58150 82475
10400 63975 14000 58125 82475
10500 63975 14000 58125 82475
10600 63975 13975 58125 82475
10700 63975 13975 58150 82475
10800 63975 13975 58150 82475
10900 63975 13975 58150 82475
11000 63975 13975 58150 82475
11100 63975 13975 58150 82475
11200 63975 13975 58150 82475
11300 63975 13975 58150 82475
11400 63975 13975 58150 82475
11500 63975 13975 58125 82475
11600 63975 13975 58125 82475
11700 64000 13975 58125 82475
11800 64000 13975 58125 82475
11900 64025 13975 58125 82475
12000 64025 13975 58125 82475
12100 64025 13975 58125 82475
12200 64025 13975 58150 82475
12300 64025 13950 58150 82475
12400 64025 13950 58175 82475
12500 64025 13925 58175 82475
12600 64025 13925 58150 82475
12700 64025 13925 58150 82475
12800 64025 13925 58150 82475
12900 64025 13925 58150 82475
13000 64025 13925 58150 82475
13100 64025 13900 58150 82475
13200 64050 13900 58150 82475
13300 64050 13900 58075 82475
13400 64050 13900 58075 82475
13500 64075 13875 58050 82475
13600 64075 13900 58075 82475
13700 64075 13850 58025 82475
13800 64075 13800 58025 82475
13900 64125 13775 57975 82475
14000 64175 13775 57925 82450
14100 64225 13750 57875 82450
14200 64225 13750 57825 82450
14300 64250 13750 57775 82450
14400 64250 13750 57650 82450
14500 64275 13775 57525 82450
14600 64275 13775 57400 82450
14700 64275 13775 57175 82450
14800 64275 13800 56950 82450
