var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396324.63834395,710.36342958544,1,0
1,392524.0077359,706.94914166952,1,0
2,392506.0557895,706.93297545045,1,0
3,388869.23893069,703.6502630836,1,0
4,393757.5504554,708.0590965999,0,0
5,390091.9289552,704.75561014282,0,0
6,390074.37664049,704.73975460917,0,0
7,386408.92210213,701.42078673142,1,0
8,390684.7358004,705.29090107946,1,0
9,390085.44594789,704.74975388893,0,0
10,393097.90531005,707.4657574705,0,0
11,386261.6043482,701.28706623534,1,0
12,391271.32473813,705.82017779142,0,0
13,384444.8416326,699.63588754157,0,0
14,387692.49626758,702.58481156724,0,0
15,387318.1740051,702.24555216669,1,0
