var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396581.30273525,710.59341211772,1,0
1,392841.48838725,707.23498063039,1,0
2,392833.80948994,707.22806841326,1,0
3,388660.0597863,703.46098511506,1,0
4,394061.23502461,708.33208841652,0,0
5,390403.1139502,705.03665370613,0,0
6,390394.38171856,705.0287688077,0,0
7,386736.31456086,701.71787000476,1,0
8,393252.84629069,707.60516884557,1,0
9,390401.7407297,705.0354137421,0,0
10,391244.07617414,705.79560031803,0,0
11,386143.29022912,701.17965390751,1,0
12,391566.41948305,706.08629053125,0,0
13,387117.90719483,702.06397708156,0,0
14,387728.08115403,702.6170546817,0,0
15,385146.64082205,700.27418459954,1,0
