var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,384671.38498811,385255.62314676,1,699.84199580684,700.36947940503,1,0,0.05,8,0,0,16
0.75,1.5,1,385255.62314676,385839.86130542,0,700.36947940503,700.89696300321,0,0.05,0.1,0,0,0,0
1.5,2.25,1,385839.86130542,386424.09946408,1,700.89696300321,701.42444660139,1,0.1,0.15,0,0,0,0
2.25,3,1,386424.09946408,387008.33762273,1,701.42444660139,701.95193019958,1,0.15,0.2,0,0,0,0
3,3.75,0,387008.33762273,387592.57578139,1,701.95193019958,702.47941379776,1,0.2,0.25,0,0,0,0
3.75,4.5,1,387592.57578139,388176.81394005,1,702.47941379776,703.00689739595,1,0.25,0.3,0,0,0,0
4.5,5.25,1,388176.81394005,388761.0520987,0,703.00689739595,703.53438099413,0,0.3,0.35,0,0,0,0
5.25,6,1,388761.0520987,389345.29025736,1,703.53438099413,704.06186459232,1,0.35,0.4,0,0,0,0
6,6.75,0,389345.29025736,389929.52841601,0,704.06186459232,704.5893481905,0,0.4,0.45,0,0,0,0
6.75,7.5,1,389929.52841601,390513.76657467,3,704.5893481905,705.11683178868,3,0.45,0.5,0,0,0,0
7.5,8.25,1,390513.76657467,391098.00473333,1,705.11683178868,705.64431538687,1,0.5,0.55,0,0,0,0
8.25,9,1,391098.00473333,391682.24289198,1,705.64431538687,706.17179898505,1,0.55,0.6,0,0,0,0
9,9.75,0,391682.24289198,392266.48105064,0,706.17179898505,706.69928258324,0,0.6,0.65,0,0,0,0
9.75,10.5,1,392266.48105064,392850.7192093,2,706.69928258324,707.22676618142,2,0.65,0.7,0,0,0,0
10.5,11.25,1,392850.7192093,393434.95736795,1,707.22676618142,707.75424977961,1,0.7,0.75,0,0,0,0
11.25,12,1,393434.95736795,394019.19552661,1,707.75424977961,708.28173337779,1,0.75,0.8,0,0,0,0
12,12.75,0,394019.19552661,394603.43368527,0,708.28173337779,708.80921697598,0,0.8,0.85,0,0,0,0
12.75,13.5,1,394603.43368527,395187.67184392,0,708.80921697598,709.33670057416,0,0.85,0.9,0,0,0,0
13.5,14.25,1,395187.67184392,395771.91000258,0,709.33670057416,709.86418417234,0,0.9,0.95,0,0,0,0
14.25,15,1,395771.91000258,396356.14816123,1,709.86418417234,710.39166777053,1,0.95,1,8,0,0,0
