var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396167.81875548,710.22287571646,1,0
1,392423.66812675,706.85877836312,1,0
2,392359.74494422,706.80120474231,1,0
3,388674.69395328,703.47422865315,1,0
4,393716.0489945,708.02178142815,0,0
5,390045.33333997,704.71351813901,0,0
6,389884.07464438,704.5678261883,0,0
7,386219.09163986,701.2484726597,1,0
8,391233.56021453,705.78611497582,1,0
9,390081.19007148,704.74590942861,0,0
10,392494.20539131,706.92230363995,0,0
11,386257.91853207,701.28372028882,1,0
12,391275.84905837,705.82425852399,0,0
13,385052.61924862,700.18870430134,0,0
14,387632.70860486,702.53063522419,0,0
15,386568.91733966,701.56598572216,1,0
