var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396055.52624429,710.12221337255,1,0
1,392300.05117573,706.74743618818,1,0
2,392269.9731042,706.7203421216,1,0
3,388647.83633866,703.44992302377,1,0
4,393515.03724692,707.84101807589,0,0
5,389849.81968162,704.53687407155,0,0
6,389838.84412388,704.52695648383,0,0
7,386184.72350775,701.21727128094,1,0
8,391307.65451717,705.85294494592,1,0
9,389846.29264146,704.53368702959,0,0
10,392084.74960392,706.55347149618,0,0
11,386145.05658868,701.1812576308,1,0
12,391029.17321263,705.60173361424,0,0
13,385083.15006845,700.21646273016,0,0
14,387555.84071262,702.46097556262,0,0
15,386254.0306303,701.2801908737,1,0
