var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396199.68270406,710.25143690832,1,0
1,392410.51009546,706.84692771719,1,0
2,392391.1942239,706.82953071567,1,0
3,388602.96151109,703.40931028606,1,0
4,393640.73171475,707.95405644555,0,0
5,389980.50782074,704.65495402592,0,0
6,389961.32592972,704.63762395368,0,0
7,386301.28386438,701.32308588702,1,0
8,389868.05352105,704.55334998276,1,0
9,389973.99048163,704.6490659182,0,0
10,393853.84389545,708.14566926137,0,0
11,386058.86716788,701.10299976095,1,0
12,391151.52861226,705.71211851061,0,0
13,383598.05778911,698.86494865653,0,0
14,387493.67857797,702.40463758461,0,0
15,387962.20202613,702.82915241345,1,0
