var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396120.35190007,710.18032675763,1,0
1,392312.44977382,706.75860443574,1,0
2,392291.58140837,706.73980680009,1,0
3,388512.09306787,703.32706509976,1,0
4,393544.56721832,707.86757631498,0,0
5,389884.34361683,704.56806922118,0,0
6,389863.65963451,704.54937974697,0,0
7,386203.67610161,701.23447771388,1,0
8,389076.6894224,703.83792659052,1,0
9,389877.17068422,704.56158801386,0,0
10,394466.61588769,708.69633442403,0,0
11,385980.971376,701.03226478616,1,0
12,391057.12445109,705.62695179645,0,0
13,382824.52487194,698.15995571316,0,0
14,387467.49409798,702.38090505436,0,0
15,388589.88962581,703.39747949211,1,0
