var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396600.64981347,710.61074493014,1,0
1,392884.28110383,707.27349957866,1,0
2,392881.63557605,707.27111832427,1,0
3,389152.5765728,703.90656299545,1,0
4,394101.16193102,708.36797217029,0,0
5,390445.94659547,705.07532880318,0,0
6,390443.95504911,705.07353061317,0,0
7,386788.75044219,701.76543981711,1,0
8,394057.14542815,708.32841284575,1,0
9,390443.66027355,705.07326445656,0,0
10,390356.43549392,704.99450367554,0,0
11,386631.28053854,701.62257347755,1,0
12,391602.97837249,706.11925189724,0,0
13,387959.3645831,702.82658226445,0,0
14,387852.38929048,702.72967744693,0,0
15,384322.4390951,699.52450091826,1,0
