var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396106.92853222,710.16829368172,1,0
1,392370.79088727,706.81115381457,1,0
2,392363.06608695,706.80419610769,1,0
3,388570.87407636,703.38026899134,1,0
4,393586.93673491,707.90568025837,0,0
5,389926.55517635,704.60620888045,0,0
6,389919.3492413,704.5996982056,0,0
7,386259.01549089,701.28471609858,1,0
8,393093.65955226,707.46193687477,1,0
9,389921.84393496,704.60195220709,0,0
10,390431.20681723,705.06201998006,0,0
11,386054.13413956,701.09870203487,1,0
12,391080.51764104,705.64805692077,0,0
13,386962.79372516,701.92330871119,0,0
14,387278.01990222,702.20914957457,0,0
15,384347.04347492,699.54689239129,1,0
