var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,384213.73148916,384824.25008277,1,699.42556184504,699.97691192435,1,0,0.05,8,0,0,16
0.75,1.5,1,384824.25008277,385434.76867638,0,699.97691192435,700.52826200365,0,0.05,0.1,0,0,0,0
1.5,2.25,1,385434.76867638,386045.28726999,0,700.52826200365,701.07961208296,0,0.1,0.15,0,0,0,0
2.25,3,1,386045.28726999,386655.80586361,2,701.07961208296,701.63096216227,2,0.15,0.2,0,0,0,0
3,3.75,0,386655.80586361,387266.32445722,0,701.63096216227,702.18231224157,0,0.2,0.25,0,0,0,0
3.75,4.5,1,387266.32445722,387876.84305083,2,702.18231224157,702.73366232088,2,0.25,0.3,0,0,0,0
4.5,5.25,1,387876.84305083,388487.36164444,0,702.73366232088,703.28501240019,0,0.3,0.35,0,0,0,0
5.25,6,1,388487.36164444,389097.88023805,1,703.28501240019,703.83636247949,1,0.35,0.4,0,0,0,0
6,6.75,0,389097.88023805,389708.39883167,0,703.83636247949,704.3877125588,0,0.4,0.45,0,0,0,0
6.75,7.5,1,389708.39883167,390318.91742528,4,704.3877125588,704.9390626381,4,0.45,0.5,0,0,0,0
7.5,8.25,1,390318.91742528,390929.43601889,0,704.9390626381,705.49041271741,0,0.5,0.55,0,0,0,0
8.25,9,1,390929.43601889,391539.9546125,1,705.49041271741,706.04176279672,1,0.55,0.6,0,0,0,0
9,9.75,0,391539.9546125,392150.47320612,0,706.04176279672,706.59311287602,0,0.6,0.65,0,0,0,0
9.75,10.5,1,392150.47320612,392760.99179973,2,706.59311287602,707.14446295533,2,0.65,0.7,0,0,0,0
10.5,11.25,1,392760.99179973,393371.51039334,0,707.14446295533,707.69581303463,0,0.7,0.75,0,0,0,0
11.25,12,1,393371.51039334,393982.02898695,2,707.69581303463,708.24716311394,2,0.75,0.8,0,0,0,0
12,12.75,0,393982.02898695,394592.54758056,0,708.24716311394,708.79851319325,0,0.8,0.85,0,0,0,0
12.75,13.5,1,394592.54758056,395203.06617418,0,708.79851319325,709.34986327255,0,0.85,0.9,0,0,0,0
13.5,14.25,1,395203.06617418,395813.58476779,0,709.34986327255,709.90121335186,0,0.9,0.95,0,0,0,0
14.25,15,1,395813.58476779,396424.1033614,1,709.90121335186,710.45256343117,1,0.95,1,8,0,0,0
