var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396073.97265605,710.13875026366,1,0
1,392315.29978465,706.76117160639,1,0
2,392301.82670755,706.74903553942,1,0
3,388669.77289077,703.4697752482,1,0
4,393541.0621397,707.86442402013,0,0
5,389886.65951615,704.57016177287,0,0
6,389875.86504689,704.56040827989,0,0
7,386221.5314975,701.25068765085,1,0
8,391454.79249579,705.98563850955,1,0
9,389877.45435619,704.56184433091,0,0
10,392012.31181255,706.48820048377,0,0
11,386177.40254355,701.2106247067,1,0
12,391065.27013845,705.63430083352,0,0
13,385241.76835152,700.36065976671,0,0
14,387524.09496427,702.43220473311,0,0
15,386124.37416416,701.16247929558,1,0
