var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,394871.42335576,709.05987850281,1,0
1,393018.40450273,707.39421429752,1,0
2,393018.1111156,707.39395026357,1,0
3,389324.19532748,704.06175951627,1,0
4,394239.04668599,708.49188020703,0,0
5,390599.04157665,705.21354629009,0,0
6,390598.83745044,705.21336201853,0,0
7,386958.83258577,701.91971608778,1,0
8,392419.77092936,706.85526841297,1,0
9,390598.86607855,705.21338786209,0,0
10,390411.32039063,705.04406375319,0,0
11,386764.18014902,701.74315005763,1,0
12,391773.96137428,706.27338914848,0,0
13,388175.18659466,703.02204649447,0,0
14,388114.85477921,702.96741105405,0,0
15,384525.50095174,699.70927803685,1,0
