var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396694.08920068,710.69445019151,1,0
1,392976.33833812,707.35635581884,1,0
2,392974.93893737,707.35509635893,1,0
3,389249.94271976,703.99461635491,1,0
4,394194.60255139,708.4519435287,0,0
5,390537.87318326,705.15832538068,0,0
6,390536.87550054,705.15742466814,0,0
7,386880.15202402,701.84835159038,1,0
8,394172.91522284,708.43245487856,1,0
9,390536.66401334,705.15723373637,0,0
10,390458.8635402,705.08699154908,0,0
11,386773.71898479,701.75180361416,1,0
12,391695.79332285,706.20292661888,0,0
13,388077.22535027,702.93333234886,0,0
14,387993.57335502,702.85756786046,0,0
15,384424.2556253,699.61715546255,1,0
