var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396058.65318322,710.12501664666,1,0
1,392285.68839405,706.73449844829,1,0
2,392272.00371814,706.72217131376,1,0
3,388635.0991233,703.43839579302,1,0
4,393506.20778662,707.83307696992,0,0
5,389846.51997729,704.53389245123,0,0
6,389835.42422685,704.52386621337,0,0
7,386175.86007355,701.20922431736,1,0
8,391248.87298207,705.79992697211,1,0
9,389837.56456239,704.52580025438,0,0
10,392107.90416023,706.57433393807,0,0
11,386125.69107024,701.16367497812,1,0
12,391015.08261815,705.58902044839,0,0
13,385019.38424945,700.15848599869,0,0
14,387556.79768635,702.4618428393,0,0
15,386290.38685375,701.31319415311,1,0
