var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,384947.36466473,385519.90302092,1,700.09299905993,700.60981363376,1,0,0.05,8,0,0,16
0.75,1.5,1,385519.90302092,386092.44137711,0,700.60981363376,701.12662820759,0,0.05,0.1,0,0,0,0
1.5,2.25,1,386092.44137711,386664.9797333,2,701.12662820759,701.64344278142,2,0.1,0.15,0,0,0,0
2.25,3,1,386664.9797333,387237.51808949,1,701.64344278142,702.16025735526,1,0.15,0.2,0,0,0,0
3,3.75,0,387237.51808949,387810.05644568,1,702.16025735526,702.67707192909,0,0.2,0.25,0,0,0,0
3.75,4.5,1,387810.05644568,388382.59480187,0,702.67707192909,703.19388650292,1,0.25,0.3,0,0,0,0
4.5,5.25,1,388382.59480187,388955.13315806,1,703.19388650292,703.71070107676,1,0.3,0.35,0,0,0,0
5.25,6,1,388955.13315806,389527.67151425,0,703.71070107676,704.22751565059,0,0.35,0.4,0,0,0,0
6,6.75,0,389527.67151425,390100.20987044,1,704.22751565059,704.74433022442,0,0.4,0.45,0,0,0,0
6.75,7.5,1,390100.20987044,390672.74822663,2,704.74433022442,705.26114479825,3,0.45,0.5,0,0,0,0
7.5,8.25,1,390672.74822663,391245.28658282,1,705.26114479825,705.77795937209,1,0.5,0.55,0,0,0,0
8.25,9,1,391245.28658282,391817.82493901,1,705.77795937209,706.29477394592,1,0.55,0.6,0,0,0,0
9,9.75,0,391817.82493901,392390.36329521,0,706.29477394592,706.81158851975,0,0.6,0.65,0,0,0,0
9.75,10.5,1,392390.36329521,392962.9016514,3,706.81158851975,707.32840309358,3,0.65,0.7,0,0,0,0
10.5,11.25,1,392962.9016514,393535.44000759,0,707.32840309358,707.84521766742,0,0.7,0.75,0,0,0,0
11.25,12,1,393535.44000759,394107.97836378,1,707.84521766742,708.36203224125,1,0.75,0.8,0,0,0,0
12,12.75,0,394107.97836378,394680.51671997,0,708.36203224125,708.87884681508,0,0.8,0.85,0,0,0,0
12.75,13.5,1,394680.51671997,395253.05507616,0,708.87884681508,709.39566138891,0,0.85,0.9,0,0,0,0
13.5,14.25,1,395253.05507616,395825.59343235,0,709.39566138891,709.91247596275,0,0.9,0.95,0,0,0,0
14.25,15,1,395825.59343235,396398.13178854,1,709.91247596275,710.42929053658,1,0.95,1,8,0,0,0
