var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396052.83994644,710.11980512057,1,0
1,392292.76330084,706.74087142889,1,0
2,392279.24041775,706.72869014817,1,0
3,388649.84079042,703.45173704341,1,0
4,393518.67726234,707.84429183421,0,0
5,389864.40349181,704.55005188443,0,0
6,389853.50167034,704.54020111002,0,0
7,386199.29669514,701.23050183314,1,0
8,391366.70870569,705.9062048296,1,0
9,389855.28260642,704.54181035506,0,0
10,392038.78020803,706.51205087429,0,0
11,386155.85241624,701.19105936062,1,0
12,391043.46231667,705.61462565039,0,0
13,385141.73207922,700.26972204363,0,0
14,387543.73128209,702.45000105529,0,0
15,386195.70014582,701.22723665895,1,0
