var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,384899.02906002,385455.70495166,1,700.04904437431,700.55167276761,1,0,0.05,8,0,0,16
0.75,1.5,1,385455.70495166,386012.3808433,0,700.55167276761,701.0543011609,0,0.05,0.1,0,0,0,0
1.5,2.25,1,386012.3808433,386569.05673494,3,701.0543011609,701.5569295542,3,0.1,0.15,0,0,0,0
2.25,3,1,386569.05673494,387125.73262658,0,701.5569295542,702.05955794749,0,0.15,0.2,0,0,0,0
3,3.75,0,387125.73262658,387682.40851823,1,702.05955794749,702.56218634079,1,0.2,0.25,0,0,0,0
3.75,4.5,1,387682.40851823,388239.08440987,0,702.56218634079,703.06481473408,0,0.25,0.3,0,0,0,0
4.5,5.25,1,388239.08440987,388795.76030151,1,703.06481473408,703.56744312737,1,0.3,0.35,0,0,0,0
5.25,6,1,388795.76030151,389352.43619315,0,703.56744312737,704.07007152067,0,0.35,0.4,0,0,0,0
6,6.75,0,389352.43619315,389909.11208479,3,704.07007152067,704.57269991396,3,0.4,0.45,0,0,0,0
6.75,7.5,1,389909.11208479,390465.78797643,0,704.57269991396,705.07532830726,0,0.45,0.5,0,0,0,0
7.5,8.25,1,390465.78797643,391022.46386807,1,705.07532830726,705.57795670055,0,0.5,0.55,0,0,0,0
8.25,9,1,391022.46386807,391579.13975971,1,705.57795670055,706.08058509385,2,0.55,0.6,0,0,0,0
9,9.75,0,391579.13975971,392135.81565135,0,706.08058509385,706.58321348714,0,0.6,0.65,0,0,0,0
9.75,10.5,1,392135.81565135,392692.49154299,3,706.58321348714,707.08584188043,3,0.65,0.7,0,0,0,0
10.5,11.25,1,392692.49154299,393249.16743463,0,707.08584188043,707.58847027373,0,0.7,0.75,0,0,0,0
11.25,12,1,393249.16743463,393805.84332627,1,707.58847027373,708.09109866702,1,0.75,0.8,0,0,0,0
12,12.75,0,393805.84332627,394362.51921791,0,708.09109866702,708.59372706032,0,0.8,0.85,0,0,0,0
12.75,13.5,1,394362.51921791,394919.19510955,0,708.59372706032,709.09635545361,0,0.85,0.9,0,0,0,0
13.5,14.25,1,394919.19510955,395475.87100119,0,709.09635545361,709.59898384691,0,0.9,0.95,0,0,0,0
14.25,15,1,395475.87100119,396032.54689283,1,709.59898384691,710.1016122402,1,0.95,1,8,0,0,0
