var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396340.1578668,710.37733787234,1,0
1,392541.61032584,706.9649929246,1,0
2,392523.81212937,706.94896552249,1,0
3,388890.91789516,703.66987661294,1,0
4,393774.8663345,708.07466522951,0,0
5,390109.27172913,704.77127604164,0,0
6,390091.93921093,704.75561940702,0,0
7,386421.06112067,701.43180419579,1,0
8,390790.39546056,705.38626666748,1,0
9,390102.73011511,704.76536697805,0,0
10,393001.42935279,707.37893733798,0,0
11,386280.25884994,701.30400035811,1,0
12,391288.25880557,705.83545143455,0,0
13,384554.33240098,699.73550939777,0,0
14,387721.44034434,702.61103762187,0,0
15,387239.95208929,702.17463661217,1,0
