var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,383210.14729401,383857.65851194,1,698.51149845834,699.09673355312,1,0,0.05,8,0,0,16
0.75,1.5,1,383857.65851194,384505.16972986,0,699.09673355312,699.68196864789,0,0.05,0.1,0,0,0,0
1.5,2.25,1,384505.16972986,385152.68094779,0,699.68196864789,700.26720374266,0,0.1,0.15,0,0,0,0
2.25,3,1,385152.68094779,385800.19216572,0,700.26720374266,700.85243883744,0,0.15,0.2,0,0,0,0
3,3.75,0,385800.19216572,386447.70338364,2,700.85243883744,701.43767393221,2,0.2,0.25,0,0,0,0
3.75,4.5,1,386447.70338364,387095.21460157,0,701.43767393221,702.02290902698,0,0.25,0.3,0,0,0,0
4.5,5.25,1,387095.21460157,387742.7258195,1,702.02290902698,702.60814412176,1,0.3,0.35,0,0,0,0
5.25,6,1,387742.7258195,388390.23703743,1,702.60814412176,703.19337921653,1,0.35,0.4,0,0,0,0
6,6.75,0,388390.23703743,389037.74825535,1,703.19337921653,703.7786143113,1,0.4,0.45,0,0,0,0
6.75,7.5,1,389037.74825535,389685.25947328,1,703.7786143113,704.36384940608,1,0.45,0.5,0,0,0,0
7.5,8.25,1,389685.25947328,390332.77069121,3,704.36384940608,704.94908450085,3,0.5,0.55,0,0,0,0
8.25,9,1,390332.77069121,390980.28190913,0,704.94908450085,705.53431959562,0,0.55,0.6,0,0,0,0
9,9.75,0,390980.28190913,391627.79312706,1,705.53431959562,706.1195546904,1,0.6,0.65,0,0,0,0
9.75,10.5,1,391627.79312706,392275.30434499,0,706.1195546904,706.70478978517,0,0.65,0.7,0,0,0,0
10.5,11.25,1,392275.30434499,392922.81556292,2,706.70478978517,707.29002487995,2,0.7,0.75,0,0,0,0
11.25,12,1,392922.81556292,393570.32678084,0,707.29002487995,707.87525997472,0,0.75,0.8,0,0,0,0
12,12.75,0,393570.32678084,394217.83799877,2,707.87525997472,708.46049506949,2,0.8,0.85,0,0,0,0
12.75,13.5,1,394217.83799877,394865.3492167,0,708.46049506949,709.04573016427,0,0.85,0.9,0,0,0,0
13.5,14.25,1,394865.3492167,395512.86043462,0,709.04573016427,709.63096525904,0,0.9,0.95,0,0,0,0
14.25,15,1,395512.86043462,396160.37165255,1,709.63096525904,710.21620035381,1,0.95,1,8,0,0,0
