var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,385176.57350175,385720.73650104,1,700.30139589181,700.79262983605,1,0,0.05,8,0,0,16
0.75,1.5,1,385720.73650104,386264.89950034,3,700.79262983605,701.28386378029,3,0.05,0.1,0,0,0,0
1.5,2.25,1,386264.89950034,386809.06249963,0,701.28386378029,701.77509772453,0,0.1,0.15,0,0,0,0
2.25,3,1,386809.06249963,387353.22549892,0,701.77509772453,702.26633166877,0,0.15,0.2,0,0,0,0
3,3.75,0,387353.22549892,387897.38849822,1,702.26633166877,702.75756561301,1,0.2,0.25,0,0,0,0
3.75,4.5,1,387897.38849822,388441.55149751,0,702.75756561301,703.24879955725,0,0.25,0.3,0,0,0,0
4.5,5.25,1,388441.55149751,388985.7144968,1,703.24879955725,703.7400335015,1,0.3,0.35,0,0,0,0
5.25,6,1,388985.7144968,389529.8774961,0,703.7400335015,704.23126744574,0,0.35,0.4,0,0,0,0
6,6.75,0,389529.8774961,390074.04049539,3,704.23126744574,704.72250138998,3,0.4,0.45,0,0,0,0
6.75,7.5,1,390074.04049539,390618.20349468,0,704.72250138998,705.21373533422,0,0.45,0.5,0,0,0,0
7.5,8.25,1,390618.20349468,391162.36649398,1,705.21373533422,705.70496927846,1,0.5,0.55,0,0,0,0
8.25,9,1,391162.36649398,391706.52949327,1,705.70496927846,706.1962032227,1,0.55,0.6,0,0,0,0
9,9.75,0,391706.52949327,392250.69249256,1,706.1962032227,706.68743716694,1,0.6,0.65,0,0,0,0
9.75,10.5,1,392250.69249256,392794.85549186,2,706.68743716694,707.17867111118,2,0.65,0.7,0,0,0,0
10.5,11.25,1,392794.85549186,393339.01849115,0,707.17867111118,707.66990505542,0,0.7,0.75,0,0,0,0
11.25,12,1,393339.01849115,393883.18149044,1,707.66990505542,708.16113899966,1,0.75,0.8,0,0,0,0
12,12.75,0,393883.18149044,394427.34448974,0,708.16113899966,708.6523729439,0,0.8,0.85,0,0,0,0
12.75,13.5,1,394427.34448974,394971.50748903,0,708.6523729439,709.14360688814,0,0.85,0.9,0,0,0,0
13.5,14.25,1,394971.50748903,395515.67048832,0,709.14360688814,709.63484083238,0,0.9,0.95,0,0,0,0
14.25,15,1,395515.67048832,396059.83348761,1,709.63484083238,710.12607477662,1,0.95,1,8,0,0,0
