var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396362.20193473,710.39709285835,1,0
1,392610.91217248,707.02739626732,1,0
2,392598.84510266,707.01653078416,1,0
3,388325.03487618,703.15772812009,1,0
4,393830.7679898,708.12492382209,0,0
5,390174.26293218,704.82998013929,0,0
6,390164.50927068,704.82117033728,0,0
7,386508.07341615,701.51077214312,1,0
8,392531.68555041,706.95605563877,1,0
9,390166.13262302,704.82263660584,0,0
10,391540.99288193,706.06336508995,0,0
11,385879.60136674,700.9402028467,1,0
12,391334.77480706,705.87740473427,0,0
13,386365.78938621,701.38163775461,0,0
14,387614.85799912,702.51445916179,0,0
15,385505.66226462,700.60049522865,1,0
