var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396295.12561006,710.33698011051,1,0
1,392490.18051909,706.9186790269,1,0
2,392471.91107037,706.902226176,1,0
3,388692.38030418,703.49023400508,1,0
4,393724.29784973,708.02919837064,0,0
5,390058.62455844,704.72552497608,0,0
6,390040.64669719,704.7092843357,0,0
7,386375.14849835,701.39013264446,1,0
8,390469.81743317,705.09688169884,1,0
9,390052.21226437,704.71973235211,0,0
10,393316.20757336,707.66217156752,0,0
11,386230.39716994,701.25873617056,1,0
12,391238.79611188,705.7908377446,0,0
13,384215.26517316,699.42695780858,0,0
14,387618.98734736,702.51820117407,0,0
15,387489.12848026,702.4005136217,1,0
