var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396180.58104114,710.23431530568,1,0
1,392383.75494296,706.82283035076,1,0
2,392364.06609248,706.80509681385,1,0
3,388577.81256407,703.38654889276,1,0
4,393614.44200313,707.93041532149,0,0
5,389954.22723387,704.6312104575,0,0
6,389934.66334318,704.61353466388,0,0
7,386274.64605529,701.29890523669,1,0
8,389652.99337896,704.35899929973,1,0
9,389947.58786551,704.62521189953,0,0
10,394008.81991647,708.2849783047,0,0
11,386006.77627964,701.05569828294,1,0
12,391125.70121138,705.68881934221,0,0
13,383410.05070698,698.69366564256,0,0
14,387505.28056157,702.41515288659,0,0
15,388130.79037494,702.98184246443,1,0
