var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396742.08160139,710.73743911197,1,0
1,393023.94252053,707.39919822181,1,0
2,393023.27460954,707.39859713896,1,0
3,389300.70707505,704.04052088024,1,0
4,394242.16021045,708.49467787822,0,0
5,390585.10953579,705.20096926031,0,0
6,390584.6207359,705.20052799635,0,0
7,386927.57352274,701.8913644985,1,0
8,394231.76566412,708.48533776947,1,0
9,390584.58379894,705.20049465151,0,0
10,390465.41337042,705.09290533559,0,0
11,386801.16219944,701.77669928678,1,0
12,391742.71165872,706.24522075952,0,0
13,388136.60255546,702.98710595058,0,0
14,388007.6253787,702.87029549622,0,0
15,384417.00211007,699.61055506266,1,0
