var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396372.59666966,710.4064080012,1,0
1,392578.21996831,706.99795902492,1,0
2,392560.72178047,706.98220252045,1,0
3,388917.22964689,703.69368081237,1,0
4,393810.90448086,708.10706586854,0,0
5,390145.36665476,704.8038798276,0,0
6,390123.06893374,704.783738944,0,0
7,386452.3549085,701.46020587452,1,0
8,391015.99834941,705.58984666913,1,0
9,390138.65955868,704.79782156309,0,0
10,392820.58824543,707.21616705234,0,0
11,386299.74071758,701.32168510788,1,0
12,391318.04216639,705.86231366648,0,0
13,384782.85207638,699.94338585319,0,0
14,387789.63730744,702.67282661161,0,0
15,387073.51148276,702.02371864443,1,0
