var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396104.68728536,710.16628454657,1,0
1,392387.3106106,706.82603285511,1,0
2,392381.09464445,706.82043427435,1,0
3,388628.85888175,703.43274828056,1,0
4,393602.36253242,707.91955254638,0,0
5,389949.34607951,704.62680042137,0,0
6,389944.03674426,704.62200350007,0,0
7,386291.04888031,701.31379511003,1,0
8,393394.33992378,707.73245669953,1,0
9,389944.49141643,704.62241429225,0,0
10,390169.57565536,704.82574646287,0,0
11,386159.12063882,701.19402661282,1,0
12,391106.74927501,705.67172211288,0,0
13,387277.75878354,702.20891284547,0,0
14,387390.84684058,702.3114305391,0,0
15,384105.5029214,699.32704485807,1,0
