var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396366.86373143,710.40127049824,1,0
1,392615.95740643,707.03193906918,1,0
2,392507.18272569,706.9339902982,1,0
3,388807.68357874,703.59456935748,1,0
4,393804.42780285,708.10124302277,0,0
5,390133.63468912,704.79328275563,0,0
6,390025.80155624,704.69587341521,0,0
7,386355.30992963,701.37212585105,1,0
8,391244.04238082,705.79556983683,1,0
9,390175.4988201,704.83109642276,0,0
10,392598.04855909,707.01581355108,0,0
11,386258.12609323,701.28390871116,1,0
12,391359.52311926,705.89972449643,0,0
13,385057.44982671,700.19309630576,0,0
14,387727.69748314,702.61670704918,0,0
15,386837.4141318,701.80958461373,1,0
