var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396139.90540668,710.19785469363,1,0
1,392334.7948805,706.77873172402,1,0
2,392314.32826655,706.76029650454,1,0
3,388532.50080395,703.34553701466,1,0
4,393566.43011555,707.88723840974,0,0
5,389906.21539425,704.58783141492,0,0
6,389885.90170723,704.56947704848,0,0
7,386225.91308625,701.25466539828,1,0
8,389282.38659067,704.02395461811,1,0
9,389899.24277484,704.58153138102,0,0
10,394311.14606283,708.55666258743,0,0
11,386006.95557796,701.05586110144,1,0
12,391078.56572729,705.64629594599,0,0
13,383013.10581552,698.33189278176,0,0
14,387467.39697559,702.38081702515,0,0
15,388428.51868879,703.25141329219,1,0
