var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.75,1,384424.2556253,385037.74730407,1,699.61715546255,700.171020199,1,0,0.05,8,0,0,16
0.75,1.5,1,385037.74730407,385651.23898284,0,700.171020199,700.72488493544,0,0.05,0.1,0,0,0,0
1.5,2.25,1,385651.23898284,386264.73066161,0,700.72488493544,701.27874967189,0,0.1,0.15,0,0,0,0
2.25,3,1,386264.73066161,386878.22234037,1,701.27874967189,701.83261440834,1,0.15,0.2,0,0,0,0
3,3.75,0,386878.22234037,387491.71401914,1,701.83261440834,702.38647914479,1,0.2,0.25,0,0,0,0
3.75,4.5,1,387491.71401914,388105.20569791,2,702.38647914479,702.94034388124,2,0.25,0.3,0,0,0,0
4.5,5.25,1,388105.20569791,388718.69737668,0,702.94034388124,703.49420861768,0,0.3,0.35,0,0,0,0
5.25,6,1,388718.69737668,389332.18905545,1,703.49420861768,704.04807335413,1,0.35,0.4,0,0,0,0
6,6.75,0,389332.18905545,389945.68073422,0,704.04807335413,704.60193809058,0,0.4,0.45,0,0,0,0
6.75,7.5,1,389945.68073422,390559.17241299,4,704.60193809058,705.15580282703,1,0.45,0.5,0,0,0,0
7.5,8.25,1,390559.17241299,391172.66409176,0,705.15580282703,705.70966756347,3,0.5,0.55,0,0,0,0
8.25,9,1,391172.66409176,391786.15577053,1,705.70966756347,706.26353229992,1,0.55,0.6,0,0,0,0
9,9.75,0,391786.15577053,392399.6474493,0,706.26353229992,706.81739703637,0,0.6,0.65,0,0,0,0
9.75,10.5,1,392399.6474493,393013.13912807,2,706.81739703637,707.37126177282,2,0.65,0.7,0,0,0,0
10.5,11.25,1,393013.13912807,393626.63080684,0,707.37126177282,707.92512650927,0,0.7,0.75,0,0,0,0
11.25,12,1,393626.63080684,394240.1224856,2,707.92512650927,708.47899124571,2,0.75,0.8,0,0,0,0
12,12.75,0,394240.1224856,394853.61416437,0,708.47899124571,709.03285598216,0,0.8,0.85,0,0,0,0
12.75,13.5,1,394853.61416437,395467.10584314,0,709.03285598216,709.58672071861,0,0.85,0.9,0,0,0,0
13.5,14.25,1,395467.10584314,396080.59752191,0,709.58672071861,710.14058545506,0,0.9,0.95,0,0,0,0
14.25,15,1,396080.59752191,396694.08920068,1,710.14058545506,710.69445019151,1,0.95,1,8,0,0,0
