var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396629.88568229,710.63693618786,1,0
1,392884.61827057,707.27380306375,1,0
2,392877.47560894,707.26737389832,1,0
3,388741.91318289,703.53505709414,1,0
4,394110.38251539,708.37625878434,0,0
5,390451.35008707,705.08020765448,0,0
6,390443.25934915,705.07290245664,0,0
7,386784.30920367,701.76141085214,1,0
8,393450.59481558,707.7830573126,1,0
9,390450.02298762,705.07900941,0,0
10,391116.72777335,705.68072412987,0,0
11,386242.77174853,701.26997002463,1,0
12,391609.94308627,706.12553108418,0,0
13,387333.09304412,702.25907687146,0,0
14,387772.4230224,702.65723034058,0,0
15,385039.62279893,700.17688767733,1,0
