var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396102.85789488,710.16464461023,1,0
1,392346.06417992,706.78888229447,1,0
2,392332.65888844,706.77680776031,1,0
3,388697.04053384,703.49445124266,1,0
4,393571.62071565,707.89190642405,0,0
5,389917.04141477,704.59761303557,0,0
6,389906.38388773,704.58798365467,0,0
7,386251.87469411,701.27823371942,1,0
8,391569.39960144,706.08897745309,1,0
9,389902.25086364,704.58424931362,0,0
10,391967.46331163,706.44778613702,0,0
11,386202.35538878,701.23327869608,1,0
12,391084.06896661,705.65126083939,0,0
13,385382.51326804,700.48858359169,0,0
14,387564.59075597,702.46890542543,0,0
15,386061.83307625,701.10569287777,1,0
