var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396434.23458184,710.46164172066,1,0
1,392686.78207553,707.0957075484,1,0
2,392675.9274385,707.08593472099,1,0
3,388429.4453535,703.25225215681,1,0
4,393906.50250034,708.19300752814,0,0
5,390249.52701723,704.8979572339,0,0
6,390240.01478014,704.88936632362,0,0
7,386583.10556528,701.57886038011,1,0
8,392761.52790589,707.16300029087,1,0
9,390243.19619443,704.8922396073,0,0
10,391421.0259809,705.95518903092,0,0
11,385951.87244551,701.00583903574,1,0
12,391410.67438129,705.94585405236,0,0
13,386617.70326364,701.61025398005,0,0
14,387638.51021857,702.53589251547,0,0
15,385380.53749598,700.48678796333,1,0
