var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396508.23609579,710.52794878903,1,0
1,392764.08597867,707.16530317868,1,0
2,392755.24800612,707.15734682153,1,0
3,388541.21238634,703.35342209279,1,0
4,393983.75148869,708.26244597502,0,0
5,390326.24743635,704.96724291561,0,0
6,390317.05782211,704.95894419731,0,0
7,386659.61404574,701.64828151651,1,0
8,393009.19334043,707.38592465888,1,0
9,390322.90317877,704.96422288159,0,0
10,391333.64976886,705.87639007921,0,0
11,386015.34172999,701.06347641642,1,0
12,391488.86767404,706.01636499884,0,0
13,386873.5065374,701.84232369798,0,0
14,387689.3932651,702.58199989717,0,0
15,385272.45229953,700.38855056665,1,0
