var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396389.50497558,710.42155995783,1,0
1,392586.34984107,707.00527957073,1,0
2,392519.96276697,706.94549909656,1,0
3,388873.67051593,703.65427249978,1,0
4,393824.20739547,708.11902567993,0,0
5,390153.25850012,704.81100816434,0,0
6,390087.66770371,704.75176085901,0,0
7,386417.03821056,701.42815299154,1,0
8,391120.68072394,705.68429021869,1,0
9,390146.4446473,704.80485353236,0,0
10,392697.1911796,707.10507911928,0,0
11,386248.86954859,701.27550564562,1,0
12,391330.98864335,705.87399004427,0,0
13,384888.24945454,700.0392414068,0,0
14,387800.24073701,702.68243322584,0,0
15,386988.63441817,701.94674492035,1,0
