var_num,feature_volumes,feature_diameters,intersects_bounds,percolated
0,396267.07650133,710.3118414317,1,0
1,392458.15136747,706.88983439764,1,0
2,392439.550065,706.87308200329,1,0
3,388648.40233715,703.45043525028,1,0
4,393692.844286,708.00091654192,0,0
5,390027.12097176,704.69706536955,0,0
6,390008.73295059,704.68045352822,0,0
7,386343.19618987,701.36113039454,1,0
8,390257.72513339,704.90536122108,1,0
9,390020.72152388,704.69128411691,0,0
10,393509.85701964,707.83635905517,0,0
11,386093.06430712,701.13405096586,1,0
12,391208.01921674,705.76307659459,0,0
13,384007.23549675,699.23758315675,0,0
14,387572.55043532,702.47611893083,0,0
15,387637.81501881,702.53526254323,1,0
