# Step gr0 gr1 gr2 gr3
500 57325 60050 57650 58125
600 57325 60050 57650 58050
700 57350 60000 57700 58050
800 57350 59975 57700 58050
900 57350 60000 57725 58025
1000 57300 60000 57700 58025
1100 57300 60000 57700 58000
1200 57300 60000 57725 58000
1300 57300 60000 57750 57975
1400 57300 59950 57725 57975
1500 57275 60050 57725 57950
1600 57325 60050 57750 57950
1700 57300 60000 57750 57950
1800 57350 60075 57775 57925
1900 57350 60050 57750 57875
2000 57350 60050 57775 57900
2100 57375 60075 57750 57900
2200 57375 60075 57800 57900
2300 57425 60025 57850 57900
2400 57400 60050 57875 57900
2500 57450 60050 57950 57900
2600 57425 60050 58000 57875
2700 57475 60050 58025 57900
2800 57425 60025 58075 57900
2900 57450 60000 58175 57925
3000 57450 60000 58250 57875
3100 57500 60025 58200 57875
3200 57500 60050 58225 57875
3300 57475 60025 58225 57875
3400 57475 60025 58150 57850
3500 57475 60025 58175 57850
3600 57500 60025 58150 57850
3700 57475 60000 58100 57875
3800 57450 60000 58075 57900
3900 57350 59975 58050 57900
4000 57325 60000 58000 57875
4100 57325 60000 57975 57875
4200 57350 59975 57950 57875
4300 57325 59975 57925 57875
4400 57325 59975 57900 57875
4500 57325 60000 57850 57825
4600 57325 60000 57775 57875
4700 57325 60000 57700 57900
4800 57300 60000 57500 57875
4900 57350 60000 57475 57850
5000 57350 59975 57450 57850
5100 57350 59975 57425 57850
5200 57325 59975 57450 57850
5300 57325 59975 57475 57850
5400 57325 59925 57475 57850
5500 57325 59900 57475 57875
5600 57325 59925 57500 57875
5700 57300 59925 57475 57875
5800 57275 59950 57475 57875
5900 57275 59925 57500 57875
6000 57300 59925 57525 57875
6100 57275 59950 57500 57900
6200 57275 59975 57550 57900
6300 57275 59975 57550 57900
6400 57275 59975 57550 57925
6500 57275 59975 57550 57950
6600 57275 59975 57600 57925
6700 57250 59975 57625 57975
6800 57250 59975 57625 57975
6900 57250 59950 57625 57975
7000 57250 59950 57625 57950
7100 57225 59975 57650 57950
7200 57200 59950 57675 57975
7300 57175 59950 57675 57975
7400 57175 59900 57725 57950
7500 57175 59875 57725 57950
7600 57200 59850 57725 57950
7700 57200 59875 57750 57975
7800 57200 59875 57725 57975
7900 57225 59825 57725 57975
8000 57200 59850 57725 57950
8100 57175 59850 57725 57925
8200 57200 59825 57750 57975
8300 57175 59825 57775 57975
8400 57200 59800 57775 57925
8500 57200 59775 57800 57925
8600 57225 59800 57850 57925
8700 57225 59800 57900 57925
8800 57175 59775 57975 57950
8900 57250 59775 58025 57925
9000 57275 59800 58075 57925
9100 57250 59850 58250 57925
9200 57300 59850 58225 57875
9300 57275 59875 58200 57875
9400 57300 59875 58200 57875
9500 57275 59875 58250 57875
9600 57275 59900 58275 57825
9700 57300 59900 58275 57825
9800 57250 59875 58250 57825
9900 57275 59875 58200 57825
10000 57250 59900 58200 57850
10100 57225 59900 58175 57850
10200 57175 59900 58150 57850
10300 57100 59900 58150 57875
10400 57000 59900 58125 57900
10500 57050 59950 58100 57925
10600 57100 59950 58100 57925
10700 57175 59950 58050 57925
10800 57300 59950 58025 57925
10900 57300 59975 58025 57925
11000 57325 59950 58025 57925
11100 57325 59950 58025 57925
11200 57325 60000 57975 57925
11300 57350 60025 57950 57925
11400 57350 60025 57925 57925
11500 57350 60025 57925 57925
11600 57350 60050 57875 57925
11700 57350 60050 57800 57925
11800 57350 60075 57700 57925
11900 57350 60100 57600 57925
12000 57325 60025 57400 57925
12100 57300 60000 57425 57925
12200 57300 60000 57425 57925
12300 57300 60025 57425 57925
12400 57300 60000 57425 57925
12500 57300 60000 57450 57925
12600 57300 59950 57475 57950
12700 57300 59950 57450 57975
12800 57275 59950 57450 57975
