# gr0gr1_gb gr0gr2_gb gr0gr3_gb gr1gr2_gb gr1gr3_gb gr2gr3_gb total
30 15 15 15 15 0 90
35 15 20 15 20 0 105
45 20 25 20 25 0 135
40 15 25 15 25 0 120
40 15 25 15 25 0 120
35 15 20 15 20 0 105
35 15 20 15 20 0 105
35 15 20 15 20 0 105
40 15 25 15 25 0 120
45 20 25 20 25 0 135
45 20 25 20 25 0 135
45 20 25 20 25 0 135
45 20 25 20 25 0 135
45 20 25 20 25 0 135
45 20 25 20 25 0 135
45 20 25 20 25 0 135
40 20 20 20 20 0 120
40 20 20 20 20 0 120
40 20 20 20 20 0 120
40 20 20 20 20 0 120
40 20 20 20 20 0 120
40 20 20 20 20 0 120
40 20 20 20 20 0 120
40 20 20 20 20 0 120
40 20 20 20 20 0 120
45 25 20 25 20 0 135
45 25 20 25 20 0 135
45 25 20 25 20 0 135
45 25 20 25 20 0 135
45 25 20 25 20 0 135
45 25 20 25 20 0 135
45 25 20 25 20 0 135
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
55 25 30 25 30 0 165
55 25 30 25 30 0 165
55 25 30 25 30 0 165
60 30 30 30 30 0 180
60 30 30 30 30 0 180
60 30 30 30 30 0 180
60 30 30 30 30 0 180
60 30 30 30 30 0 180
60 30 30 30 30 0 180
60 30 30 30 30 0 180
60 30 30 30 30 0 180
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
55 30 25 30 25 0 165
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 25 25 25 25 0 150
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 30 30 25 25 5 165
45 25 30 20 25 5 150
45 25 30 20 25 5 150
45 25 30 20 25 5 150
50 30 30 25 25 5 165
50 30 30 25 25 5 165
50 35 35 25 25 10 180
50 35 35 25 25 10 180
50 35 35 25 25 10 180
50 35 35 25 25 10 180
50 35 35 25 25 10 180
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
50 35 35 30 30 15 195
45 35 30 30 25 15 180
45 35 30 30 25 15 180
45 35 30 30 25 15 180
45 35 30 30 25 15 180
45 35 30 30 25 15 180
45 35 30 30 25 15 180
45 35 30 30 25 15 180
45 35 30 30 25 15 180
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 35 30 20 195
45 35 30 40 35 25 210
45 35 30 40 35 25 210
45 35 30 40 35 25 210
45 35 30 40 35 25 210
45 35 30 40 35 25 210
45 35 30 40 35 25 210
45 35 30 40 35 25 210
50 40 30 45 35 25 225
50 40 30 45 35 25 225
50 40 30 45 35 25 225
50 40 30 45 35 25 225
55 40 35 45 40 25 240
60 40 40 45 45 25 255
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
65 45 40 50 45 25 270
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 50 45 55 50 25 300
75 55 50 55 50 30 315
75 55 50 55 50 30 315
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
70 55 45 55 45 30 300
