# Step junction_position active_etas junction_neighbors junction_angles
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (192.281,50.9211) (191.748,447.33) (56.2651,384.94) 70.497 15.3692 274.134
24500 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
24600 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
24700 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
24800 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
24900 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
25000 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
25100 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
25200 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
25300 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
25400 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.748,447.33) (7.30392,82.0098) 127.276 123.907 108.816
---- (191.802,50.6757) 0 1 2 (191.748,447.33) (55.8602,112.903) (7.30392,82.0098) 65.3961 14.9572 279.647
---- (191.748,447.33) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.25 36.9688 220.781
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.748,447.33) (56.2651,384.94) 70.4632 15.3692 274.168
25500 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.98,447.772) (7.30392,82.0098) 127.16 124.024 108.816
---- (191.802,50.6757) 0 1 2 (191.98,447.772) (55.8602,112.903) (7.30392,82.0098) 65.4297 14.9572 279.613
---- (191.98,447.772) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.069 36.9377 220.993
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.98,447.772) (56.2651,384.94) 70.5749 15.4809 273.944
25600 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.802,50.6757) (56.2651,384.94) (432.552,127.5) 114.511 87.6956 157.794
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.98,447.772) (7.30392,82.0098) 127.16 124.024 108.816
---- (191.802,50.6757) 0 1 2 (191.98,447.772) (55.8602,112.903) (7.30392,82.0098) 65.4297 14.9572 279.613
---- (191.98,447.772) 0 1 2 (56.2651,384.94) (432.552,127.5) (191.802,50.6757) 102.069 36.9377 220.993
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.802,50.6757) (191.98,447.772) (56.2651,384.94) 70.5749 15.4809 273.944
25700 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (192.018,50.2294) (56.2651,384.94) (432.552,127.5) 114.631 87.6956 157.673
---- (56.2651,384.94) 0 1 3 (7.43056,410.903) (191.856,448.402) (7.30392,82.0098) 126.921 124.263 108.816
---- (192.018,50.2294) 0 1 2 (191.856,448.402) (55.8602,112.903) (7.30392,82.0098) 65.2599 14.9544 279.786
---- (191.856,448.402) 0 1 2 (56.2651,384.94) (432.552,127.5) (192.018,50.2294) 101.791 36.8488 221.361
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (192.018,50.2294) (191.856,448.402) (56.2651,384.94) 70.7657 15.6089 273.625
25800 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (192.018,50.2294) (56.3372,385) (432.552,127.5) 114.616 87.6805 157.703
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.856,448.402) (7.30392,82.0098) 127.02 124.265 108.715
---- (192.018,50.2294) 0 1 2 (191.856,448.402) (55.8602,112.903) (7.30392,82.0098) 65.2599 14.9544 279.786
---- (191.856,448.402) 0 1 2 (56.3372,385) (432.552,127.5) (192.018,50.2294) 101.8 36.8488 221.352
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (192.018,50.2294) (191.856,448.402) (56.3372,385) 70.7657 15.5993 273.635
25900 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.905,49.5714) (56.3372,385) (432.552,127.5) 114.863 87.6805 157.457
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.856,448.402) (7.30392,82.0098) 127.02 124.265 108.715
---- (191.905,49.5714) 0 1 2 (191.856,448.402) (55.8602,112.903) (7.30392,82.0098) 65.0299 14.9967 279.973
---- (191.856,448.402) 0 1 2 (56.3372,385) (432.552,127.5) (191.905,49.5714) 101.8 36.8651 221.335
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.905,49.5714) (191.856,448.402) (56.3372,385) 70.8087 15.5993 273.592
26000 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.905,49.5714) (56.3372,385) (432.552,127.5) 114.863 87.6805 157.457
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.856,448.402) (7.30392,82.0098) 127.02 124.265 108.715
---- (191.905,49.5714) 0 1 2 (191.856,448.402) (55.8602,112.903) (7.30392,82.0098) 65.0299 14.9967 279.973
---- (191.856,448.402) 0 1 2 (56.3372,385) (432.552,127.5) (191.905,49.5714) 101.8 36.8651 221.335
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.905,49.5714) (191.856,448.402) (56.3372,385) 70.8087 15.5993 273.592
26100 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.905,49.5714) (56.3372,385) (432.552,127.5) 114.863 87.6805 157.457
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.856,448.402) (7.30392,82.0098) 127.02 124.265 108.715
---- (191.905,49.5714) 0 1 2 (191.856,448.402) (55.8602,112.903) (7.30392,82.0098) 65.0299 14.9967 279.973
---- (191.856,448.402) 0 1 2 (56.3372,385) (432.552,127.5) (191.905,49.5714) 101.8 36.8651 221.335
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.905,49.5714) (191.856,448.402) (56.3372,385) 70.8087 15.5993 273.592
26200 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.981,49.6698) (56.3372,385) (432.552,127.5) 114.816 87.6805 157.503
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.856,448.402) (7.30392,82.0098) 127.02 124.265 108.715
---- (191.981,49.6698) 0 1 2 (191.856,448.402) (55.8602,112.903) (7.30392,82.0098) 65.0653 14.984 279.951
---- (191.856,448.402) 0 1 2 (56.3372,385) (432.552,127.5) (191.981,49.6698) 101.8 36.8541 221.346
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.981,49.6698) (191.856,448.402) (56.3372,385) 70.8091 15.5993 273.592
26300 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.981,49.6698) (56.3372,385) (432.552,127.5) 114.816 87.6805 157.503
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.856,448.402) (7.30392,82.0098) 127.02 124.265 108.715
---- (191.981,49.6698) 0 1 2 (191.856,448.402) (55.8602,112.903) (7.30392,82.0098) 65.0653 14.984 279.951
---- (191.856,448.402) 0 1 2 (56.3372,385) (432.552,127.5) (191.981,49.6698) 101.8 36.8541 221.346
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.981,49.6698) (191.856,448.402) (56.3372,385) 70.8091 15.5993 273.592
26400 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.981,49.6698) (56.3372,385) (432.552,127.5) 114.816 87.6805 157.503
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.889,446.389) (7.30392,82.0098) 127.728 123.557 108.715
---- (191.981,49.6698) 0 1 2 (191.889,446.389) (55.8602,112.903) (7.30392,82.0098) 65.07 14.984 279.946
---- (191.889,446.389) 0 1 2 (56.3372,385) (432.552,127.5) (191.981,49.6698) 102.677 37.0283 220.295
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.981,49.6698) (191.889,446.389) (56.3372,385) 70.3744 15.1646 274.461
26500 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.981,49.6698) (56.3372,385) (432.552,127.5) 114.816 87.6805 157.503
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.889,446.389) (7.30392,82.0098) 127.728 123.557 108.715
---- (191.981,49.6698) 0 1 2 (191.889,446.389) (55.8602,112.903) (7.30392,82.0098) 65.07 14.984 279.946
---- (191.889,446.389) 0 1 2 (56.3372,385) (432.552,127.5) (191.981,49.6698) 102.677 37.0283 220.295
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.981,49.6698) (191.889,446.389) (56.3372,385) 70.3744 15.1646 274.461
26600 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.981,49.6698) (56.3372,385) (432.552,127.5) 114.816 87.6805 157.503
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.889,446.389) (7.30392,82.0098) 127.728 123.557 108.715
---- (191.981,49.6698) 0 1 2 (191.889,446.389) (55.8602,112.903) (7.30392,82.0098) 65.07 14.984 279.946
---- (191.889,446.389) 0 1 2 (56.3372,385) (432.552,127.5) (191.981,49.6698) 102.677 37.0283 220.295
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.981,49.6698) (191.889,446.389) (56.3372,385) 70.3744 15.1646 274.461
26700 (7.30392,82.0098) 0 2 3 (55.8602,112.903) (7.43056,410.903) (7.43056,410.903) 57.5118 0 302.488
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.8602,112.903) 56.3331 47.0802 256.587
---- (55.8602,112.903) 0 1 3 (191.981,49.6698) (56.3372,385) (432.552,127.5) 114.816 87.6805 157.503
---- (56.3372,385) 0 1 3 (7.43056,410.903) (191.889,446.389) (7.30392,82.0098) 127.728 123.557 108.715
---- (191.981,49.6698) 0 1 2 (191.889,446.389) (55.8602,112.903) (7.30392,82.0098) 65.07 14.984 279.946
---- (191.889,446.389) 0 1 2 (56.3372,385) (432.552,127.5) (191.981,49.6698) 102.677 37.0283 220.295
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (191.981,49.6698) (191.889,446.389) (56.3372,385) 70.3744 15.1646 274.461
26800 (7.30392,82.0098) 0 2 3 (55.9574,112.872) (7.43056,410.903) (7.43056,410.903) 57.5896 0 302.41
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.9574,112.872) 56.3331 47.063 256.604
---- (55.9574,112.872) 0 1 3 (189.463,50.2066) (56.3372,385) (432.552,127.5) 115.065 87.6957 157.24
---- (56.3372,385) 0 1 3 (7.43056,410.903) (189.463,449.793) (7.30392,82.0098) 126.14 125.145 108.715
---- (189.463,50.2066) 0 1 2 (189.463,449.793) (55.9574,112.872) (7.30392,82.0098) 64.8552 15.2413 279.903
---- (189.463,449.793) 0 1 2 (56.3372,385) (432.552,127.5) (189.463,50.2066) 101.073 37.0254 221.902
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (189.463,50.2066) (189.463,449.793) (56.3372,385) 70.6134 15.7357 273.651
26900 (7.30392,82.0098) 0 2 3 (55.9574,112.872) (7.43056,410.903) (7.43056,410.903) 57.5896 0 302.41
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.9574,112.872) 56.3331 47.063 256.604
---- (55.9574,112.872) 0 1 3 (189.463,50.2066) (56.3372,385) (432.552,127.5) 115.065 87.6957 157.24
---- (56.3372,385) 0 1 3 (7.43056,410.903) (189.463,449.793) (7.30392,82.0098) 126.14 125.145 108.715
---- (189.463,50.2066) 0 1 2 (189.463,449.793) (55.9574,112.872) (7.30392,82.0098) 64.8552 15.2413 279.903
---- (189.463,449.793) 0 1 2 (56.3372,385) (432.552,127.5) (189.463,50.2066) 101.073 37.0254 221.902
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (189.463,50.2066) (189.463,449.793) (56.3372,385) 70.6134 15.7357 273.651
27000 (7.30392,82.0098) 0 2 3 (55.9574,112.872) (7.43056,410.903) (7.43056,410.903) 57.5896 0 302.41
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.9574,112.872) 56.3331 47.063 256.604
---- (55.9574,112.872) 0 1 3 (189.463,50.2066) (56.3372,385) (432.552,127.5) 115.065 87.6957 157.24
---- (56.3372,385) 0 1 3 (7.43056,410.903) (189.467,449.795) (7.30392,82.0098) 126.14 125.145 108.715
---- (189.463,50.2066) 0 1 2 (189.467,449.795) (55.9574,112.872) (7.30392,82.0098) 64.8559 15.2413 279.903
---- (189.467,449.795) 0 1 2 (56.3372,385) (432.552,127.5) (189.463,50.2066) 101.072 37.0254 221.902
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (189.463,50.2066) (189.467,449.795) (56.3372,385) 70.614 15.7364 273.65
27100 (7.30392,82.0098) 0 2 3 (55.9375,112.917) (7.43056,410.903) (7.43056,410.903) 57.5418 0 302.458
---- (7.43056,410.903) 0 2 3 (7.30392,82.0098) (432.552,127.5) (55.9375,112.917) 56.3331 47.0654 256.602
---- (55.9375,112.917) 0 1 3 (189.467,50.2049) (56.3372,385) (432.552,127.5) 115.073 87.6983 157.229
---- (56.3372,385) 0 1 3 (7.43056,410.903) (189.234,449.677) (7.30392,82.0098) 126.142 125.144 108.715
---- (189.467,50.2049) 0 1 2 (189.234,449.677) (55.9375,112.917) (7.30392,82.0098) 64.8096 15.2532 279.937
---- (189.234,449.677) 0 1 2 (56.3372,385) (432.552,127.5) (189.467,50.2049) 101.11 37.0277 221.862
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (189.467,50.2049) (189.234,449.677) (56.3372,385) 70.5736 15.6954 273.731
27200 (6.97115,81.5865) 0 2 3 (55.9375,112.917) (7.43056,410.903) (7.43056,410.903) 57.3077 8.53774e-07 302.692
---- (7.43056,410.903) 0 2 3 (6.97115,81.5865) (432.552,127.5) (55.9375,112.917) 56.3909 47.0654 256.544
---- (55.9375,112.917) 0 1 3 (189.467,50.2049) (56.3372,385) (432.552,127.5) 115.073 87.6983 157.229
---- (56.3372,385) 0 1 3 (7.43056,410.903) (189.234,449.677) (6.97115,81.5865) 126.142 125.192 108.666
---- (189.467,50.2049) 0 1 2 (189.234,449.677) (55.9375,112.917) (6.97115,81.5865) 64.8096 15.3999 279.791
---- (189.234,449.677) 0 1 2 (56.3372,385) (432.552,127.5) (189.467,50.2049) 101.11 37.0277 221.862
---- (432.552,127.5) 1 2 3 (432.552,372.5) (432.552,372.5) (432.552,372.5) 0 0 360
---- (432.552,372.5) 1 2 3 (189.467,50.2049) (189.234,449.677) (56.3372,385) 70.5736 15.6954 273.731
27300 (6.97115,81.5865) 0 2 3 (55.9375,112.917) (7.43056,410.903) (7.43056,410.903) 57.3077 8.53774e-07 302.692
---- (7.43056,410.903) 0 2 3 (6.97115,81.5865) (432.552,127.5) (55.9375,112.917) 56.3909 47.0654 256.544
---- (55.9375,112.917) 0 1 3 (189.234,50.3226) (56.3372,385) (432.552,127.5) 115.07 87.6983 157.232
---- (56.3372,385) 0 1 3 (7.43056,410.903) (189.234,449.677) (6.97115,81.5865) 126.142 125.192 108.666
