# Step junction_position active_etas junction_neighbors junction_angles
---- (60.9036,385.723) 0 1 3 (7.71429,415.786) (229.386,427.675) (7.55556,79.3889) 136.542 113.861 109.596
---- (229.431,70.3252) 0 1 2 (229.386,427.675) (60.1596,112.553) (7.55556,79.3889) 75.9852 11.6684 272.346
---- (229.386,427.675) 0 1 2 (60.9036,385.723) (229.431,70.3252) (229.431,70.3252) 76.0248 8.53774e-07 283.975
2700 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (228.786,425.728) (60.1596,112.553) 92.6021 82.7626 184.635
---- (60.1596,112.553) 0 1 3 (228.967,70.2893) (60.9259,385.741) (60.9259,385.741) 103.895 0 256.105
---- (60.9259,385.741) 0 1 3 (7.71429,415.786) (228.786,425.728) (7.55556,79.3889) 137.15 113.282 109.568
---- (228.967,70.2893) 0 1 2 (228.786,425.728) (60.1596,112.553) (7.55556,79.3889) 75.9148 11.7026 272.383
---- (228.786,425.728) 0 1 2 (60.9259,385.741) (228.967,70.2893) (228.967,70.2893) 76.6299 0 283.37
2800 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (228.827,426.48) (60.1596,112.553) 92.7959 82.9564 184.248
---- (60.1596,112.553) 0 1 3 (228.686,69.9153) (61.0241,385.361) (61.0241,385.361) 104.017 0 255.983
---- (61.0241,385.361) 0 1 3 (7.71429,415.786) (228.827,426.48) (7.55556,79.3889) 136.518 113.681 109.801
---- (228.686,69.9153) 0 1 2 (228.827,426.48) (60.1596,112.553) (7.55556,79.3889) 75.8244 11.745 272.431
---- (228.827,426.48) 0 1 2 (61.0241,385.361) (228.686,69.9153) (228.686,69.9153) 76.2091 8.53774e-07 283.791
2900 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (228.684,426.789) (60.1596,112.553) 92.8779 83.0384 184.084
---- (60.1596,112.553) 0 1 3 (228.826,69.4783) (61.0241,385.361) (61.0241,385.361) 104.145 0 255.855
---- (61.0241,385.361) 0 1 3 (7.71429,415.786) (228.684,426.789) (7.55556,79.3889) 136.407 113.792 109.801
---- (228.826,69.4783) 0 1 2 (228.684,426.789) (60.1596,112.553) (7.55556,79.3889) 75.651 11.7617 272.587
---- (228.684,426.789) 0 1 2 (61.0241,385.361) (228.826,69.4783) (228.826,69.4783) 76.1433 nan nan
3000 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (228.698,426.823) (60.1596,112.553) 92.8863 83.0468 184.067
---- (60.1596,112.553) 0 1 3 (228.894,69.115) (61.0714,385.179) (61.0714,385.179) 104.245 nan nan
---- (61.0714,385.179) 0 1 3 (7.71429,415.786) (228.698,426.823) (7.55556,79.3889) 136.208 113.879 109.913
---- (228.894,69.115) 0 1 2 (228.698,426.823) (60.1596,112.553) (7.55556,79.3889) 75.5321 11.7789 272.689
---- (228.698,426.823) 0 1 2 (61.0714,385.179) (228.894,69.115) (228.894,69.115) 76.0795 nan nan
3100 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (228.333,426.719) (60.1596,112.553) 92.8641 83.0246 184.111
---- (60.1596,112.553) 0 1 3 (228.717,69.1593) (61.0714,385.179) (61.0714,385.179) 104.245 nan nan
---- (61.0714,385.179) 0 1 3 (7.71429,415.786) (228.333,426.719) (7.55556,79.3889) 136.213 113.874 109.913
---- (228.717,69.1593) 0 1 2 (228.333,426.719) (60.1596,112.553) (7.55556,79.3889) 75.5016 11.7886 272.71
---- (228.333,426.719) 0 1 2 (61.0714,385.179) (228.717,69.1593) (228.717,69.1593) 76.114 0 283.886
3200 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (228.333,426.719) (60.1596,112.553) 92.8641 83.0246 184.111
---- (60.1596,112.553) 0 1 3 (228.596,69.2105) (61.0714,385.179) (61.0714,385.179) 104.239 nan nan
---- (61.0714,385.179) 0 1 3 (7.71429,415.786) (228.333,426.719) (7.55556,79.3889) 136.213 113.874 109.913
---- (228.596,69.2105) 0 1 2 (228.333,426.719) (60.1596,112.553) (7.55556,79.3889) 75.5274 11.794 272.679
---- (228.333,426.719) 0 1 2 (61.0714,385.179) (228.596,69.2105) (228.596,69.2105) 76.0947 0 283.905
3300 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (228.105,426.579) (60.1596,112.553) 92.8307 82.9912 184.178
---- (60.1596,112.553) 0 1 3 (228.407,69.292) (61.0714,385.179) (61.0714,385.179) 104.228 nan nan
---- (61.0714,385.179) 0 1 3 (7.71429,415.786) (228.105,426.579) (7.55556,79.3889) 136.24 113.847 109.913
---- (228.407,69.292) 0 1 2 (228.105,426.579) (60.1596,112.553) (7.55556,79.3889) 75.5316 11.8024 272.666
---- (228.105,426.579) 0 1 2 (61.0714,385.179) (228.407,69.292) (228.407,69.292) 76.1278 0 283.872
3400 (7.55556,79.3889) 0 2 3 (60.1596,112.553) (7.71429,415.786) (7.71429,415.786) 57.7435 nan nan
---- (7.71429,415.786) 0 2 3 (7.55556,79.3889) (227.135,426.854) (60.1596,112.553) 92.9148 83.0753 184.01
---- (60.1596,112.553) 0 1 3 (228.214,69.4196) (61.0714,385.179) (61.0714,385.179) 104.203 nan nan
---- (61.0714,385.179) 0 1 3 (7.71429,415.786) (227.135,426.854) (7.55556,79.3889) 136.072 114.015 109.913
---- (228.214,69.4196) 0 1 2 (227.135,426.854) (60.1596,112.553) (7.55556,79.3889) 75.4319 11.8082 272.76
---- (227.135,426.854) 0 1 2 (61.0714,385.179) (228.214,69.4196) (228.214,69.4196) 76.085 0 283.915
3500 (7.74725,79.7253) 0 2 3 (60.1596,112.553) (7.95775,415.423) (7.95775,415.423) 57.9035 0 302.096
---- (7.95775,415.423) 0 2 3 (7.74725,79.7253) (227.299,427.241) (60.1596,112.553) 93.1202 83.305 183.575
---- (60.1596,112.553) 0 1 3 (227.617,68.8318) (61.0714,385.179) (61.0714,385.179) 104.441 nan nan
---- (61.0714,385.179) 0 1 3 (7.95775,415.423) (227.299,427.241) (7.74725,79.7253) 136.142 114.103 109.755
---- (227.617,68.8318) 0 1 2 (227.299,427.241) (60.1596,112.553) (7.74725,79.7253) 75.3165 11.7963 272.887
---- (227.299,427.241) 0 1 2 (61.0714,385.179) (227.617,68.8318) (227.617,68.8318) 75.8506 0 284.149
3600 (7.74725,79.7253) 0 2 3 (59.8947,112.579) (7.95775,415.423) (7.95775,415.423) 57.7525 0 302.247
---- (7.95775,415.423) 0 2 3 (7.74725,79.7253) (227.299,427.241) (59.8947,112.579) 93.1202 83.3529 183.527
---- (59.8947,112.579) 0 1 3 (227.548,68.6058) (60.7647,385.176) (60.7647,385.176) 104.514 0 255.486
---- (60.7647,385.176) 0 1 3 (7.95775,415.423) (227.299,427.241) (7.74725,79.7253) 136.022 114.023 109.956
---- (227.548,68.6058) 0 1 2 (227.299,427.241) (59.8947,112.579) (7.74725,79.7253) 75.2633 11.8008 272.936
---- (227.299,427.241) 0 1 2 (60.7647,385.176) (227.548,68.6058) (227.548,68.6058) 75.864 nan nan
3700 (7.82609,80) 0 2 3 (60.1031,112.938) (8.05556,415.139) (8.05556,415.139) 57.747 0 302.253
---- (8.05556,415.139) 0 2 3 (7.82609,80) (227.273,427.273) (60.1031,112.938) 93.2074 83.396 183.397
---- (60.1031,112.938) 0 1 3 (227.308,68.8462) (60.7647,385.176) (60.7647,385.176) 104.633 nan nan
---- (60.7647,385.176) 0 1 3 (8.05556,415.139) (227.273,427.273) (7.82609,80) 136.196 114.029 109.775
---- (227.308,68.8462) 0 1 2 (227.273,427.273) (60.1031,112.938) (7.82609,80) 75.2218 11.8634 272.915
---- (227.273,427.273) 0 1 2 (60.7647,385.176) (227.308,68.8462) (227.308,68.8462) 75.8175 0 284.183
3800 (7.82609,80) 0 2 3 (60.1031,112.938) (8.05556,415.139) (8.05556,415.139) 57.747 0 302.253
---- (8.05556,415.139) 0 2 3 (7.82609,80) (227.079,427.247) (60.1031,112.938) 93.2035 83.3922 183.404
---- (60.1031,112.938) 0 1 3 (227.308,68.8462) (60.7647,385.176) (60.7647,385.176) 104.633 nan nan
---- (60.7647,385.176) 0 1 3 (8.05556,415.139) (227.079,427.247) (7.82609,80) 136.188 114.037 109.775
---- (227.308,68.8462) 0 1 2 (227.079,427.247) (60.1031,112.938) (7.82609,80) 75.1907 11.8634 272.946
---- (227.079,427.247) 0 1 2 (60.7647,385.176) (227.308,68.8462) (227.308,68.8462) 75.8409 nan nan
3900 (7.82609,80) 0 2 3 (60.1031,112.938) (8.05556,415.139) (8.05556,415.139) 57.747 0 302.253
---- (8.05556,415.139) 0 2 3 (7.82609,80) (227.079,427.247) (60.1031,112.938) 93.2035 83.3922 183.404
---- (60.1031,112.938) 0 1 3 (227.143,68.9048) (60.7647,385.176) (60.7647,385.176) 104.629 nan nan
---- (60.7647,385.176) 0 1 3 (8.05556,415.139) (227.079,427.247) (7.82609,80) 136.188 114.037 109.775
---- (227.143,68.9048) 0 1 2 (227.079,427.247) (60.1031,112.938) (7.82609,80) 75.2219 11.8717 272.906
---- (227.079,427.247) 0 1 2 (60.7647,385.176) (227.143,68.9048) (227.143,68.9048) 75.8145 0 284.185
4000 (7.82609,80) 0 2 3 (60.1031,112.938) (8.05556,415.139) (8.05556,415.139) 57.747 0 302.253
---- (8.05556,415.139) 0 2 3 (7.82609,80) (224.748,430.798) (60.1031,112.938) 94.1726 84.3612 181.466
---- (60.1031,112.938) 0 1 3 (224.748,69.2017) (60.7647,385.176) (60.7647,385.176) 104.737 nan nan
---- (60.7647,385.176) 0 1 3 (8.05556,415.139) (224.748,430.798) (7.82609,80) 134.837 115.388 109.775
---- (224.748,69.2017) 0 1 2 (224.748,430.798) (60.1031,112.938) (7.82609,80) 75.1234 12.0267 272.85
---- (224.748,430.798) 0 1 2 (60.7647,385.176) (224.748,69.2017) (224.748,69.2017) 74.4529 0 285.547
4100 (7.82609,80) 0 2 3 (60.1031,112.938) (8.05556,415.139) (8.05556,415.139) 57.747 0 302.253
---- (8.05556,415.139) 0 2 3 (7.82609,80) (224.658,431.068) (60.1031,112.938) 94.2453 84.434 181.321
---- (60.1031,112.938) 0 1 3 (224.748,69.2017) (60.7647,385.176) (60.7647,385.176) 104.737 nan nan
---- (60.7647,385.176) 0 1 3 (8.05556,415.139) (224.658,431.068) (7.82609,80) 134.741 115.484 109.775
---- (224.748,69.2017) 0 1 2 (224.658,431.068) (60.1031,112.938) (7.82609,80) 75.1092 12.0267 272.864
---- (224.658,431.068) 0 1 2 (60.7647,385.176) (224.748,69.2017) (224.748,69.2017) 74.3714 0 285.629
4200 (7.82609,80) 0 2 3 (60.1031,112.938) (8.05556,415.139) (8.05556,415.139) 57.747 0 302.253
