var_num_lower,var_num_upper,var_num,feature_volumes_lower,feature_volumes_upper,feature_volumes,feature_diameters_lower,feature_diameters_upper,feature_diameters,intersects_bounds_lower,intersects_bounds_upper,intersects_bounds,percolated_lower,percolated_upper,percolated
0,0.2,2,366052.32834139,405031.83183552,1,682.69488051884,708.94799134684,1,0,0.05,4,0,0,10
0.2,0.4,0,405031.83183552,444011.33532965,0,708.94799134684,735.20110217483,0,0.05,0.1,0,0,0,0
0.4,0.6,0,444011.33532965,482990.83882378,1,735.20110217483,761.45421300282,0,0.1,0.15,0,0,0,0
0.6,0.8,0,482990.83882378,521970.3423179,3,761.45421300282,787.70732383082,1,0.15,0.2,0,0,0,0
0.8,1,2,521970.3423179,560949.84581203,2,787.70732383082,813.96043465881,3,0.2,0.25,0,0,0,0
1,1.2,0,560949.84581203,599929.34930616,0,813.96043465881,840.2135454868,1,0.25,0.3,0,0,0,0
1.2,1.4,0,599929.34930616,638908.85280029,0,840.2135454868,866.46665631479,1,0.3,0.35,0,0,0,0
1.4,1.6,0,638908.85280029,677888.35629442,0,866.46665631479,892.71976714279,0,0.35,0.4,0,0,0,0
1.6,1.8,0,677888.35629442,716867.85978855,0,892.71976714279,918.97287797078,0,0.4,0.45,0,0,0,0
1.8,2,3,716867.85978855,755847.36328268,0,918.97287797078,945.22598879877,0,0.45,0.5,0,0,0,0
2,2.2,0,755847.36328268,794826.86677681,1,945.22598879877,971.47909962677,0,0.5,0.55,0,0,0,0
2.2,2.4,0,794826.86677681,833806.37027094,0,971.47909962677,997.73221045476,1,0.55,0.6,0,0,0,0
2.4,2.6,0,833806.37027094,872785.87376507,0,997.73221045476,1023.9853212828,0,0.6,0.65,0,0,0,0
2.6,2.8,0,872785.87376507,911765.3772592,1,1023.9853212828,1050.2384321107,0,0.65,0.7,0,0,0,0
2.8,3,2,911765.3772592,950744.88075332,0,1050.2384321107,1076.4915429387,1,0.7,0.75,0,0,0,0
3,3.2,0,950744.88075332,989724.38424745,0,1076.4915429387,1102.7446537667,0,0.75,0.8,0,0,0,0
3.2,3.4,0,989724.38424745,1028703.8877416,0,1102.7446537667,1128.9977645947,0,0.8,0.85,0,0,0,0
3.4,3.6,0,1028703.8877416,1067683.3912357,0,1128.9977645947,1155.2508754227,0,0.85,0.9,0,0,0,0
3.6,3.8,0,1067683.3912357,1106662.8947298,0,1155.2508754227,1181.5039862507,0,0.9,0.95,0,0,0,0
3.8,4,1,1106662.8947298,1145642.398224,1,1181.5039862507,1207.7570970787,1,0.95,1,6,0,0,0
